Epsilon Discount LearningLength TestLength L1Factor NumberOfFeatures MeanDataLikelihood MeanReward
0.1 0.9  293 1000  0.0355271 19 0.558548 0.004
0.1 0.9  293 1000  0.0444089 11 0.369334 0.005
0.1 0.9  366 1000  0 176 0.77218 0.215
0.1 0.9  366 1000  0.00125 73 0.764268 0.204
0.1 0.9  366 1000  0.0015625 70 0.764317 0.213
0.1 0.9  366 1000  0.00195312 64 0.75303 0.212
0.1 0.9  366 1000  0.00244141 62 0.752958 0.216
0.1 0.9  366 1000  0.00305176 58 0.748796 0.218
0.1 0.9  366 1000  0.0038147 48 0.740331 0.213
0.1 0.9  366 1000  0.00476837 40 0.72647 0.213
0.1 0.9  366 1000  0.00596046 37 0.721612 0.214
0.1 0.9  366 1000  0.00745058 34 0.711495 0.218
0.1 0.9  366 1000  0.00931323 29 0.709974 0.222
0.1 0.9  366 1000  0.0116415 29 0.709973 0.219
0.1 0.9  366 1000  0.0145519 28 0.661886 0.001
0.1 0.9  366 1000  0.0181899 26 0.636239 0
0.1 0.9  366 1000  0.0227374 26 0.636247 0
0.1 0.9  366 1000  0.0284217 26 0.636233 0.002
0.1 0.9  366 1000  0.0355271 24 0.609289 0.019
0.1 0.9  366 1000  0.0444089 15 0.432276 0
0.1 0.9  457 1000  0 176 0.726078 0.171
0.1 0.9  457 1000  0.00125 87 0.721749 0.217
0.1 0.9  457 1000  0.0015625 68 0.718651 0.22
0.1 0.9  457 1000  0.00195312 55 0.714745 0.22
0.1 0.9  457 1000  0.00244141 49 0.712991 0.215
0.1 0.9  457 1000  0.00305176 47 0.711168 0.207
0.1 0.9  457 1000  0.0038147 39 0.70921 0.215
0.1 0.9  457 1000  0.00476837 35 0.708367 0.215
0.1 0.9  457 1000  0.00596046 28 0.668343 0.009
0.1 0.9  457 1000  0.00745058 27 0.667856 0.003
0.1 0.9  457 1000  0.00931323 26 0.667847 0
0.1 0.9  457 1000  0.0116415 25 0.666369 0.004
0.1 0.9  457 1000  0.0145519 25 0.666358 0.006
0.1 0.9  457 1000  0.0181899 24 0.665066 0.009
0.1 0.9  457 1000  0.0227374 24 0.665057 0
0.1 0.9  457 1000  0.0284217 24 0.66508 0.001
0.1 0.9  457 1000  0.0355271 22 0.649356 0.001
0.1 0.9  457 1000  0.0444089 13 0.426481 0
0.1 0.9  571 1000  0 176 0.686739 0.21
0.1 0.9  571 1000  0.00125 76 0.675289 0.212
0.1 0.9  571 1000  0.0015625 75 0.675046 0.221
0.1 0.9  571 1000  0.00195312 65 0.672772 0.213
0.1 0.9  571 1000  0.00244141 58 0.669826 0.211
0.1 0.9  571 1000  0.00305176 56 0.669234 0.222
0.1 0.9  571 1000  0.0038147 51 0.665292 0.219
0.1 0.9  571 1000  0.00476837 47 0.662497 0.213
0.1 0.9  571 1000  0.00596046 41 0.655919 0.214
0.1 0.9  571 1000  0.00745058 35 0.645525 0.219
0.1 0.9  571 1000  0.00931323 33 0.645529 0.214
0.1 0.9  571 1000  0.0116415 32 0.643783 0.216
0.1 0.9  571 1000  0.0145519 26 0.58799 0
0.1 0.9  571 1000  0.0181899 26 0.587991 0.006
0.1 0.9  571 1000  0.0227374 26 0.587988 0.002
0.1 0.9  571 1000  0.0284217 26 0.587992 0.011
0.1 0.9  571 1000  0.0355271 24 0.560747 0.012
0.1 0.9  571 1000  0.0444089 14 0.414134 0
0.1 0.9  713 1000  0 176 0.71417 0.206
0.1 0.9  713 1000  0.00125 76 0.711434 0.216
0.1 0.9  713 1000  0.0015625 68 0.708893 0.209
0.1 0.9  713 1000  0.00195312 58 0.706207 0.213
0.1 0.9  713 1000  0.00244141 53 0.704423 0.217
0.1 0.9  713 1000  0.00305176 50 0.703546 0.22
0.1 0.9  713 1000  0.0038147 49 0.703264 0.214
0.1 0.9  713 1000  0.00476837 42 0.700187 0.215
0.1 0.9  713 1000  0.00596046 42 0.70018 0.214
0.1 0.9  713 1000  0.00745058 36 0.691548 0.217
0.1 0.9  713 1000  0.00931323 32 0.688692 0.217
0.1 0.9  713 1000  0.0116415 29 0.645641 0.001
0.1 0.9  713 1000  0.0145519 28 0.634648 0.003
0.1 0.9  713 1000  0.0181899 26 0.633518 0.024
0.1 0.9  713 1000  0.0227374 26 0.633516 0.005
0.1 0.9  713 1000  0.0284217 26 0.633526 0
0.1 0.9  713 1000  0.0355271 21 0.582244 0.002
0.1 0.9  713 1000  0.0444089 14 0.435445 0.001
0.1 0.9  891 1000  0 176 0.682353 0.215
0.1 0.9  891 1000  0.00125 76 0.680278 0.217
0.1 0.9  891 1000  0.0015625 64 0.676085 0.212
0.1 0.9  891 1000  0.00195312 61 0.675326 0.221
0.1 0.9  891 1000  0.00244141 56 0.674496 0.214
0.1 0.9  891 1000  0.00305176 53 0.673329 0.22
0.1 0.9  891 1000  0.0038147 51 0.671779 0.214
0.1 0.9  891 1000  0.00476837 45 0.661459 0.213
0.1 0.9  891 1000  0.00596046 41 0.658745 0.216
0.1 0.9  891 1000  0.00745058 36 0.657175 0.22
0.1 0.9  891 1000  0.00931323 33 0.655951 0.223
0.1 0.9  891 1000  0.0116415 31 0.652314 0.215
0.1 0.9  891 1000  0.0145519 27 0.611098 0.001
0.1 0.9  891 1000  0.0181899 26 0.589226 0.003
0.1 0.9  891 1000  0.0227374 26 0.589227 0.005
0.1 0.9  891 1000  0.0284217 26 0.589212 0
0.1 0.9  891 1000  0.0355271 21 0.505433 0.001
0.1 0.9  891 1000  0.0444089 15 0.429182 0.009
0.1 0.9  1113 1000  0 176 0.726551 0.178
0.1 0.9  1113 1000  0.00125 57 0.720465 0.218
0.1 0.9  1113 1000  0.0015625 53 0.719713 0.224
0.1 0.9  1113 1000  0.00195312 49 0.718877 0.222
0.1 0.9  1113 1000  0.00244141 45 0.718114 0.216
0.1 0.9  1113 1000  0.00305176 41 0.716932 0.216
0.1 0.9  1113 1000  0.0038147 41 0.716942 0.213
0.1 0.9  1113 1000  0.00476837 38 0.714471 0.219
0.1 0.9  1113 1000  0.00596046 34 0.705389 0.22
0.1 0.9  1113 1000  0.00745058 30 0.705406 0.22
0.1 0.9  1113 1000  0.00931323 29 0.705206 0.219
0.1 0.9  1113 1000  0.0116415 26 0.652441 0.003
0.1 0.9  1113 1000  0.0145519 26 0.65245 0
0.1 0.9  1113 1000  0.0181899 26 0.652455 0.024
0.1 0.9  1113 1000  0.0227374 26 0.652453 0.001
0.1 0.9  1113 1000  0.0284217 26 0.65245 0.012
0.1 0.9  1113 1000  0.0355271 26 0.652444 0.005
0.1 0.9  1113 1000  0.0444089 16 0.459983 0.008
0.1 0.9  1391 1000  0 176 0.734647 0.212
0.1 0.9  1391 1000  0.00125 56 0.730224 0.215
0.1 0.9  1391 1000  0.0015625 54 0.730075 0.214
0.1 0.9  1391 1000  0.00195312 46 0.72682 0.217
0.1 0.9  1391 1000  0.00244141 45 0.726831 0.221
0.1 0.9  1391 1000  0.00305176 45 0.726821 0.21
0.1 0.9  1391 1000  0.0038147 41 0.721473 0.214
0.1 0.9  1391 1000  0.00476837 37 0.720431 0.218
0.1 0.9  1391 1000  0.00596046 37 0.72044 0.219
0.1 0.9  1391 1000  0.00745058 34 0.719137 0.215
0.1 0.9  1391 1000  0.00931323 33 0.718628 0.22
0.1 0.9  1391 1000  0.0116415 29 0.718593 0.216
0.1 0.9  1391 1000  0.0145519 29 0.71858 0.216
0.1 0.9  1391 1000  0.0181899 26 0.635813 0.001
0.1 0.9  1391 1000  0.0227374 26 0.635815 0.002
0.1 0.9  1391 1000  0.0284217 26 0.635803 0.002
0.1 0.9  1391 1000  0.0355271 26 0.635776 0.132
0.1 0.9  1391 1000  0.0444089 17 0.455142 0.003
0.1 0.9  1738 1000  0 176 0.761526 0.213
0.1 0.9  1738 1000  0.00125 65 0.758861 0.212
0.1 0.9  1738 1000  0.0015625 63 0.758802 0.222
0.1 0.9  1738 1000  0.00195312 61 0.75862 0.219
0.1 0.9  1738 1000  0.00244141 53 0.755945 0.217
0.1 0.9  1738 1000  0.00305176 47 0.754699 0.216
0.1 0.9  1738 1000  0.0038147 42 0.751946 0.208
0.1 0.9  1738 1000  0.00476837 39 0.749262 0.214
0.1 0.9  1738 1000  0.00596046 36 0.740151 0.216
0.1 0.9  1738 1000  0.00745058 31 0.739981 0.208
0.1 0.9  1738 1000  0.00931323 31 0.739989 0.216
0.1 0.9  1738 1000  0.0116415 29 0.723625 0.215
0.1 0.9  1738 1000  0.0145519 26 0.675628 0
0.1 0.9  1738 1000  0.0181899 26 0.675629 0
0.1 0.9  1738 1000  0.0227374 26 0.675625 0.001
0.1 0.9  1738 1000  0.0284217 26 0.675626 0
0.1 0.9  1738 1000  0.0355271 26 0.675627 0.002
0.1 0.9  1738 1000  0.0444089 18 0.505249 0.004
0.1 0.9  2172 1000  0 176 0.714191 0.213
0.1 0.9  2172 1000  0.00125 57 0.711877 0.215
0.1 0.9  2172 1000  0.0015625 50 0.711652 0.216
0.1 0.9  2172 1000  0.00195312 47 0.710826 0.213
0.1 0.9  2172 1000  0.00244141 42 0.709806 0.212
0.1 0.9  2172 1000  0.00305176 40 0.708984 0.215
0.1 0.9  2172 1000  0.0038147 38 0.708412 0.212
0.1 0.9  2172 1000  0.00476837 37 0.703756 0.208
0.1 0.9  2172 1000  0.00596046 35 0.702184 0.216
0.1 0.9  2172 1000  0.00745058 31 0.702207 0.216
0.1 0.9  2172 1000  0.00931323 31 0.702204 0.217
0.1 0.9  2172 1000  0.0116415 30 0.700946 0.202
0.1 0.9  2172 1000  0.0145519 27 0.640846 0
0.1 0.9  2172 1000  0.0181899 26 0.639938 0.001
0.1 0.9  2172 1000  0.0227374 26 0.639939 0
0.1 0.9  2172 1000  0.0284217 26 0.639928 0.009
0.1 0.9  2172 1000  0.0355271 24 0.609712 0.02
0.1 0.9  2172 1000  0.0444089 16 0.457962 0.001
0.1 0.9  2715 1000  0 176 0.71466 0.222
0.1 0.9  2715 1000  0.00125 59 0.711872 0.214
0.1 0.9  2715 1000  0.0015625 49 0.711451 0.217
0.1 0.9  2715 1000  0.00195312 48 0.710866 0.216
0.1 0.9  2715 1000  0.00244141 41 0.709814 0.218
0.1 0.9  2715 1000  0.00305176 38 0.709105 0.213
0.1 0.9  2715 1000  0.0038147 36 0.708476 0.221
0.1 0.9  2715 1000  0.00476837 36 0.708476 0.209
0.1 0.9  2715 1000  0.00596046 35 0.702382 0.22
0.1 0.9  2715 1000  0.00745058 32 0.702033 0.214
0.1 0.9  2715 1000  0.00931323 30 0.702021 0.215
0.1 0.9  2715 1000  0.0116415 30 0.702016 0.219
0.1 0.9  2715 1000  0.0145519 26 0.640554 0.001
0.1 0.9  2715 1000  0.0181899 26 0.640553 0.002
0.1 0.9  2715 1000  0.0227374 26 0.640549 0
0.1 0.9  2715 1000  0.0284217 26 0.640549 0
0.1 0.9  2715 1000  0.0355271 26 0.640552 0.001
0.1 0.9  2715 1000  0.0444089 14 0.444097 0.007
0.1 0.9  10 1000  0 176 0.999914 0
0.1 0.9  10 1000  0.00125 32 0.999771 0
0.1 0.9  10 1000  0.0015625 30 0.999725 0
0.1 0.9  10 1000  0.00195312 29 0.999634 0
0.1 0.9  10 1000  0.00244141 28 0.999795 0.001
0.1 0.9  10 1000  0.00305176 28 0.999743 0
0.1 0.9  10 1000  0.0038147 28 0.999683 0
0.1 0.9  10 1000  0.00476837 28 0.999594 0
0.1 0.9  10 1000  0.00596046 28 0.999735 0
0.1 0.9  10 1000  0.00745058 24 0.999675 0
0.1 0.9  10 1000  0.00931323 24 0.9996 0
0.1 0.9  10 1000  0.0116415 22 0.999742 0.002
0.1 0.9  10 1000  0.0145519 22 0.999694 0
0.1 0.9  10 1000  0.0181899 22 0.999623 0
0.1 0.9  10 1000  0.0227374 22 0.999566 0
0.1 0.9  10 1000  0.0284217 22 0.999715 0.001
0.1 0.9  10 1000  0.0355271 22 0.999633 0
0.1 0.9  10 1000  0.0444089 22 0.999555 0
0.1 0.9  12 1000  0 146 0.999888 0.001
0.1 0.9  12 1000  0.00125 16 0.999862 0
0.1 0.9  12 1000  0.0015625 16 0.999846 0
0.1 0.9  12 1000  0.00195312 16 0.999796 0.002
0.1 0.9  12 1000  0.00244141 16 0.999788 0
0.1 0.9  12 1000  0.00305176 15 0.999818 0.002
0.1 0.9  12 1000  0.0038147 15 0.999778 0.002
0.1 0.9  12 1000  0.00476837 15 0.999699 0.001
0.1 0.9  12 1000  0.00596046 15 0.999801 0
0.1 0.9  12 1000  0.00745058 15 0.99975 0.002
0.1 0.9  12 1000  0.00931323 15 0.999686 0.001
0.1 0.9  12 1000  0.0116415 15 0.999799 0
0.1 0.9  12 1000  0.0145519 14 0.999709 0.001
0.1 0.9  12 1000  0.0181899 14 0.999597 0.001
0.1 0.9  12 1000  0.0227374 14 0.9999 0
0.1 0.9  12 1000  0.0284217 14 0.999874 0
0.1 0.9  12 1000  0.0355271 13 0.999848 0.001
0.1 0.9  12 1000  0.0444089 13 0.999785 0
0.1 0.9  15 1000  0 140 0.999854 0
0.1 0.9  15 1000  0.00125 20 0.999756 0
0.1 0.9  15 1000  0.0015625 20 0.999687 0
0.1 0.9  15 1000  0.00195312 20 0.999614 0
0.1 0.9  15 1000  0.00244141 20 0.999767 0
0.1 0.9  15 1000  0.00305176 20 0.99971 0
0.1 0.9  15 1000  0.0038147 20 0.999636 0.001
0.1 0.9  15 1000  0.00476837 19 0.999517 0
0.1 0.9  15 1000  0.00596046 19 0.999417 0.001
0.1 0.9  15 1000  0.00745058 19 0.999573 0.001
0.1 0.9  15 1000  0.00931323 19 0.999474 0
0.1 0.9  15 1000  0.0116415 19 0.999662 0
0.1 0.9  15 1000  0.0145519 19 0.999591 0.001
0.1 0.9  15 1000  0.0181899 19 0.999525 0
0.1 0.9  15 1000  0.0227374 18 0.999667 0.002
0.1 0.9  15 1000  0.0284217 18 0.999458 0.001
0.1 0.9  15 1000  0.0355271 17 0.999612 0.001
0.1 0.9  15 1000  0.0444089 17 0.999537 0
0.1 0.9  18 1000  0 176 0.999832 0.006
0.1 0.9  18 1000  0.00125 45 0.999655 0
0.1 0.9  18 1000  0.0015625 44 0.99957 0.002
0.1 0.9  18 1000  0.00195312 44 0.999689 0.001
0.1 0.9  18 1000  0.00244141 43 0.999634 0
0.1 0.9  18 1000  0.00305176 43 0.999551 0.006
0.1 0.9  18 1000  0.0038147 43 0.999435 0.009
0.1 0.9  18 1000  0.00476837 43 0.999663 0.01
0.1 0.9  18 1000  0.00596046 42 0.999589 0.009
0.1 0.9  18 1000  0.00745058 42 0.999486 0.007
0.1 0.9  18 1000  0.00931323 38 0.999663 0.008
0.1 0.9  18 1000  0.0116415 38 0.999589 0.003
0.1 0.9  18 1000  0.0145519 38 0.999488 0.007
0.1 0.9  18 1000  0.0181899 37 0.999673 0.004
0.1 0.9  18 1000  0.0227374 35 0.999455 0.012
0.1 0.9  18 1000  0.0284217 29 0.999387 0.001
0.1 0.9  18 1000  0.0355271 24 0.999062 0
0.1 0.9  18 1000  0.0444089 17 0.830001 0.001
0.1 0.9  22 1000  0 164 0.999811 0
0.1 0.9  22 1000  0.00125 28 0.999683 0.001
0.1 0.9  22 1000  0.0015625 27 0.999577 0.001
0.1 0.9  22 1000  0.00195312 27 0.99976 0
0.1 0.9  22 1000  0.00244141 27 0.999742 0.001
0.1 0.9  22 1000  0.00305176 27 0.999676 0.001
0.1 0.9  22 1000  0.0038147 27 0.999588 0.001
0.1 0.9  22 1000  0.00476837 26 0.999678 0
0.1 0.9  22 1000  0.00596046 25 0.999599 0
0.1 0.9  22 1000  0.00745058 25 0.999501 0.001
0.1 0.9  22 1000  0.00931323 25 0.999383 0.001
0.1 0.9  22 1000  0.0116415 24 0.999589 0.001
0.1 0.9  22 1000  0.0145519 22 0.999434 0.001
0.1 0.9  22 1000  0.0181899 21 0.999428 0.001
0.1 0.9  22 1000  0.0227374 19 0.999246 0
0.1 0.9  22 1000  0.0284217 16 0.967939 0.001
0.1 0.9  22 1000  0.0355271 16 0.968316 0
0.1 0.9  22 1000  0.0444089 14 0.950191 0.001
0.1 0.9  27 1000  0 164 0.999793 0
0.1 0.9  27 1000  0.00125 36 0.999366 0.001
0.1 0.9  27 1000  0.0015625 36 0.999583 0
0.1 0.9  27 1000  0.00195312 35 0.999484 0.001
0.1 0.9  27 1000  0.00244141 34 0.999524 0.001
0.1 0.9  27 1000  0.00305176 34 0.999434 0.002
0.1 0.9  27 1000  0.0038147 34 0.999286 0.074
0.1 0.9  27 1000  0.00476837 34 0.999525 0.01
0.1 0.9  27 1000  0.00596046 34 0.999551 0.042
0.1 0.9  27 1000  0.00745058 34 0.999409 0.045
0.1 0.9  27 1000  0.00931323 34 0.999568 0.016
0.1 0.9  27 1000  0.0116415 32 0.999401 0.002
0.1 0.9  27 1000  0.0145519 30 0.999274 0.003
0.1 0.9  27 1000  0.0181899 26 0.999454 0.004
0.1 0.9  27 1000  0.0227374 25 0.999051 0.001
0.1 0.9  27 1000  0.0284217 23 0.999142 0
0.1 0.9  27 1000  0.0355271 22 0.949051 0.027
0.1 0.9  27 1000  0.0444089 18 0.822427 0.007
0.1 0.9  33 1000  0 176 0.998383 0.003
0.1 0.9  33 1000  0.00125 54 0.998658 0.003
0.1 0.9  33 1000  0.0015625 52 0.999034 0.001
0.1 0.9  33 1000  0.00195312 51 0.997777 0.003
0.1 0.9  33 1000  0.00244141 50 0.999354 0.004
0.1 0.9  33 1000  0.00305176 48 0.998782 0.006
0.1 0.9  33 1000  0.0038147 47 0.999226 0.01
0.1 0.9  33 1000  0.00476837 47 0.999349 0.007
0.1 0.9  33 1000  0.00596046 42 0.999226 0.005
0.1 0.9  33 1000  0.00745058 42 0.998458 0.012
0.1 0.9  33 1000  0.00931323 42 0.999104 0.012
0.1 0.9  33 1000  0.0116415 38 0.943572 0.021
0.1 0.9  33 1000  0.0145519 33 0.943488 0.013
0.1 0.9  33 1000  0.0181899 29 0.923552 0.019
0.1 0.9  33 1000  0.0227374 22 0.733401 0
0.1 0.9  33 1000  0.0284217 20 0.685443 0.003
0.1 0.9  33 1000  0.0355271 19 0.665325 0.005
0.1 0.9  33 1000  0.0444089 16 0.532616 0.009
0.1 0.9  41 1000  0 176 0.954017 0.009
0.1 0.9  41 1000  0.00125 58 0.953818 0.024
0.1 0.9  41 1000  0.0015625 55 0.954209 0.021
0.1 0.9  41 1000  0.00195312 53 0.954182 0.014
0.1 0.9  41 1000  0.00244141 52 0.954357 0.02
0.1 0.9  41 1000  0.00305176 51 0.953005 0.021
0.1 0.9  41 1000  0.0038147 50 0.954077 0.03
0.1 0.9  41 1000  0.00476837 49 0.954062 0.038
0.1 0.9  41 1000  0.00596046 48 0.954439 0.022
0.1 0.9  41 1000  0.00745058 47 0.95405 0.012
0.1 0.9  41 1000  0.00931323 40 0.922606 0.13
0.1 0.9  41 1000  0.0116415 37 0.922629 0.018
0.1 0.9  41 1000  0.0145519 35 0.922345 0.138
0.1 0.9  41 1000  0.0181899 33 0.922274 0.135
0.1 0.9  41 1000  0.0227374 26 0.767503 0.147
0.1 0.9  41 1000  0.0284217 23 0.705619 0.168
0.1 0.9  41 1000  0.0355271 19 0.666683 0.025
0.1 0.9  41 1000  0.0444089 16 0.555172 0
0.1 0.9  51 1000  0 176 0.999801 0.026
0.1 0.9  51 1000  0.00125 61 0.999667 0.012
0.1 0.9  51 1000  0.0015625 58 0.999392 0.131
0.1 0.9  51 1000  0.00195312 55 0.999237 0.031
0.1 0.9  51 1000  0.00244141 54 0.999068 0.025
0.1 0.9  51 1000  0.00305176 53 0.998814 0.021
0.1 0.9  51 1000  0.0038147 52 0.999468 0.022
0.1 0.9  51 1000  0.00476837 50 0.999247 0.02
0.1 0.9  51 1000  0.00596046 49 0.998963 0.012
0.1 0.9  51 1000  0.00745058 48 0.999349 0.007
0.1 0.9  51 1000  0.00931323 46 0.999733 0.001
0.1 0.9  51 1000  0.0116415 45 0.999052 0.015
0.1 0.9  51 1000  0.0145519 36 0.94475 0.002
0.1 0.9  51 1000  0.0181899 32 0.883554 0
0.1 0.9  51 1000  0.0227374 31 0.883611 0.002
0.1 0.9  51 1000  0.0284217 25 0.792191 0
0.1 0.9  51 1000  0.0355271 20 0.67139 0.014
0.1 0.9  51 1000  0.0444089 16 0.555578 0
0.1 0.9  63 1000  0 176 0.970089 0.205
0.1 0.9  63 1000  0.00125 66 0.97005 0.109
0.1 0.9  63 1000  0.0015625 63 0.970094 0.131
0.1 0.9  63 1000  0.00195312 62 0.969531 0.125
0.1 0.9  63 1000  0.00244141 62 0.969564 0.126
0.1 0.9  63 1000  0.00305176 62 0.970074 0.127
0.1 0.9  63 1000  0.0038147 61 0.969964 0.129
0.1 0.9  63 1000  0.00476837 56 0.96961 0.169
0.1 0.9  63 1000  0.00596046 53 0.969565 0.165
0.1 0.9  63 1000  0.00745058 51 0.969447 0.155
0.1 0.9  63 1000  0.00931323 39 0.943325 0.029
0.1 0.9  63 1000  0.0116415 34 0.897757 0.003
0.1 0.9  63 1000  0.0145519 32 0.897661 0.001
0.1 0.9  63 1000  0.0181899 31 0.897974 0.002
0.1 0.9  63 1000  0.0227374 26 0.869781 0.005
0.1 0.9  63 1000  0.0284217 22 0.798174 0
0.1 0.9  63 1000  0.0355271 21 0.773825 0.001
0.1 0.9  63 1000  0.0444089 15 0.57975 0.001
0.1 0.9  78 1000  0 164 0.981663 0.146
0.1 0.9  78 1000  0.00125 75 0.981707 0.174
0.1 0.9  78 1000  0.0015625 71 0.981511 0.14
0.1 0.9  78 1000  0.00195312 68 0.980371 0.203
0.1 0.9  78 1000  0.00244141 67 0.981635 0.135
0.1 0.9  78 1000  0.00305176 63 0.981701 0.147
0.1 0.9  78 1000  0.0038147 60 0.980498 0.149
0.1 0.9  78 1000  0.00476837 56 0.981328 0.203
0.1 0.9  78 1000  0.00596046 52 0.931124 0.022
0.1 0.9  78 1000  0.00745058 51 0.931212 0.016
0.1 0.9  78 1000  0.00931323 40 0.8682 0.001
0.1 0.9  78 1000  0.0116415 39 0.847276 0.001
0.1 0.9  78 1000  0.0145519 36 0.843562 0
0.1 0.9  78 1000  0.0181899 33 0.816525 0
0.1 0.9  78 1000  0.0227374 31 0.766174 0
0.1 0.9  78 1000  0.0284217 27 0.70418 0
0.1 0.9  78 1000  0.0355271 23 0.689445 0
0.1 0.9  78 1000  0.0444089 18 0.512609 0.002
0.1 0.9  97 1000  0 176 0.99933 0.036
0.1 0.9  97 1000  0.00125 78 0.996159 0.154
0.1 0.9  97 1000  0.0015625 74 0.997813 0.01
0.1 0.9  97 1000  0.00195312 63 0.995933 0.009
0.1 0.9  97 1000  0.00244141 59 0.997902 0.009
0.1 0.9  97 1000  0.00305176 57 0.998626 0.014
0.1 0.9  97 1000  0.0038147 51 0.972173 0.034
0.1 0.9  97 1000  0.00476837 50 0.970811 0.084
0.1 0.9  97 1000  0.00596046 48 0.969804 0.036
0.1 0.9  97 1000  0.00745058 45 0.911349 0.026
0.1 0.9  97 1000  0.00931323 41 0.848064 0.196
0.1 0.9  97 1000  0.0116415 35 0.81197 0.202
0.1 0.9  97 1000  0.0145519 28 0.728049 0.009
0.1 0.9  97 1000  0.0181899 24 0.700147 0
0.1 0.9  97 1000  0.0227374 22 0.64916 0.164
0.1 0.9  97 1000  0.0284217 17 0.555447 0
0.1 0.9  97 1000  0.0355271 14 0.541167 0.002
0.1 0.9  97 1000  0.0444089 11 0.474862 0.001
0.1 0.9  121 1000  0 176 0.830112 0.021
0.1 0.9  121 1000  0.00125 75 0.828625 0.141
0.1 0.9  121 1000  0.0015625 68 0.823301 0.143
0.1 0.9  121 1000  0.00195312 68 0.823794 0.067
0.1 0.9  121 1000  0.00244141 65 0.822214 0.146
0.1 0.9  121 1000  0.00305176 62 0.813331 0.151
0.1 0.9  121 1000  0.0038147 56 0.811922 0.2
0.1 0.9  121 1000  0.00476837 53 0.796268 0.204
0.1 0.9  121 1000  0.00596046 52 0.796824 0.198
0.1 0.9  121 1000  0.00745058 47 0.774757 0.213
0.1 0.9  121 1000  0.00931323 43 0.767032 0.204
0.1 0.9  121 1000  0.0116415 34 0.702492 0.001
0.1 0.9  121 1000  0.0145519 31 0.695537 0.005
0.1 0.9  121 1000  0.0181899 29 0.682432 0
0.1 0.9  121 1000  0.0227374 25 0.670893 0.006
0.1 0.9  121 1000  0.0284217 25 0.670905 0.006
0.1 0.9  121 1000  0.0355271 19 0.60582 0.002
0.1 0.9  121 1000  0.0444089 12 0.444555 0.001
0.1 0.9  151 1000  0 176 0.968875 0.216
0.1 0.9  151 1000  0.00125 65 0.968696 0.188
0.1 0.9  151 1000  0.0015625 62 0.968019 0.134
0.1 0.9  151 1000  0.00195312 59 0.96854 0.188
0.1 0.9  151 1000  0.00244141 55 0.968717 0.206
0.1 0.9  151 1000  0.00305176 51 0.968265 0.212
0.1 0.9  151 1000  0.0038147 47 0.96732 0.205
0.1 0.9  151 1000  0.00476837 46 0.968397 0.195
0.1 0.9  151 1000  0.00596046 42 0.967075 0.2
0.1 0.9  151 1000  0.00745058 36 0.882551 0.209
0.1 0.9  151 1000  0.00931323 34 0.857356 0.214
0.1 0.9  151 1000  0.0116415 33 0.853257 0.213
0.1 0.9  151 1000  0.0145519 27 0.750412 0
0.1 0.9  151 1000  0.0181899 26 0.745453 0.001
0.1 0.9  151 1000  0.0227374 24 0.740034 0
0.1 0.9  151 1000  0.0284217 21 0.677411 0.001
0.1 0.9  151 1000  0.0355271 19 0.654689 0.006
0.1 0.9  151 1000  0.0444089 16 0.594224 0.008
0.1 0.9  188 1000  0 176 0.774868 0.15
0.1 0.9  188 1000  0.00125 80 0.764206 0.112
0.1 0.9  188 1000  0.0015625 78 0.76293 0.165
0.1 0.9  188 1000  0.00195312 72 0.756668 0.207
0.1 0.9  188 1000  0.00244141 67 0.754071 0.2
0.1 0.9  188 1000  0.00305176 63 0.748822 0.212
0.1 0.9  188 1000  0.0038147 53 0.743006 0.17
0.1 0.9  188 1000  0.00476837 49 0.737032 0.214
0.1 0.9  188 1000  0.00596046 47 0.734675 0.21
0.1 0.9  188 1000  0.00745058 45 0.733339 0.208
0.1 0.9  188 1000  0.00931323 43 0.719756 0.005
0.1 0.9  188 1000  0.0116415 34 0.665692 0.015
0.1 0.9  188 1000  0.0145519 32 0.661716 0.041
0.1 0.9  188 1000  0.0181899 31 0.65823 0.001
0.1 0.9  188 1000  0.0227374 27 0.642818 0.002
0.1 0.9  188 1000  0.0284217 23 0.59871 0
0.1 0.9  188 1000  0.0355271 15 0.464764 0.003
0.1 0.9  188 1000  0.0444089 13 0.429273 0.01
0.1 0.9  235 1000  0 176 0.879092 0.174
0.1 0.9  235 1000  0.00125 72 0.870576 0.144
0.1 0.9  235 1000  0.0015625 69 0.867422 0.158
0.1 0.9  235 1000  0.00195312 65 0.862856 0.154
0.1 0.9  235 1000  0.00244141 63 0.862665 0.175
0.1 0.9  235 1000  0.00305176 55 0.857124 0.182
0.1 0.9  235 1000  0.0038147 50 0.838548 0.214
0.1 0.9  235 1000  0.00476837 46 0.829239 0.206
0.1 0.9  235 1000  0.00596046 42 0.828695 0.208
0.1 0.9  235 1000  0.00745058 37 0.819153 0.213
0.1 0.9  235 1000  0.00931323 35 0.814834 0.212
0.1 0.9  235 1000  0.0116415 30 0.770836 0.002
0.1 0.9  235 1000  0.0145519 28 0.741666 0.002
0.1 0.9  235 1000  0.0181899 27 0.739059 0.001
0.1 0.9  235 1000  0.0227374 27 0.739034 0.012
0.1 0.9  235 1000  0.0284217 24 0.732962 0.007
0.1 0.9  235 1000  0.0355271 19 0.520348 0.001
0.1 0.9  235 1000  0.0444089 11 0.431423 0.004
0.1 0.9  293 1000  0 176 0.792904 0.05
0.1 0.9  293 1000  0.00125 75 0.787495 0.122
