Epsilon Discount LearningLength TestLength L1Factor NumberOfFeatures MeanDataLikelihood MeanReward
0.1 0.9 27 1000 0.00745058 43 0.999428 0.004
0.1 0.9 27 1000 0.00931323 42 0.999392 0.006
0.1 0.9 27 1000 0.0116415 42 0.999481 0.005
0.1 0.9 27 1000 0.0145519 42 0.999429 0.004
0.1 0.9 27 1000 0.0181899 41 0.999228 0.005
0.1 0.9 27 1000 0.0227374 39 0.999076 0.006
0.1 0.9 27 1000 0.0284217 39 0.999387 0.004
0.1 0.9 27 1000 0.0355271 29 0.914537 0.014
0.1 0.9 27 1000 0.0444089 25 0.891116 0.015
0.1 0.9 33 1000 0 176 0.999473 0.014
0.1 0.9 33 1000 0.00125 57 0.999268 0.006
0.1 0.9 33 1000 0.0015625 57 0.999271 0.004
0.1 0.9 33 1000 0.00195312 55 0.999335 0.039
0.1 0.9 33 1000 0.00244141 53 0.998986 0.003
0.1 0.9 33 1000 0.00305176 53 0.998474 0.004
0.1 0.9 33 1000 0.0038147 51 0.998588 0.002
0.1 0.9 33 1000 0.00476837 48 0.998915 0.017
0.1 0.9 33 1000 0.00596046 42 0.999193 0.021
0.1 0.9 33 1000 0.00745058 38 0.999128 0.022
0.1 0.9 33 1000 0.00931323 35 0.99846 0.016
0.1 0.9 33 1000 0.0116415 33 0.998536 0.016
0.1 0.9 33 1000 0.0145519 29 0.998888 0.012
0.1 0.9 33 1000 0.0181899 24 0.958213 0.001
0.1 0.9 33 1000 0.0227374 19 0.852698 0
0.1 0.9 33 1000 0.0284217 19 0.852655 0
0.1 0.9 33 1000 0.0355271 15 0.756045 0.003
0.1 0.9 33 1000 0.0444089 12 0.562353 0
0.1 0.9 41 1000 0 176 0.999496 0.049
0.1 0.9 41 1000 0.00125 64 0.999591 0.154
0.1 0.9 41 1000 0.0015625 57 0.998844 0.01
0.1 0.9 41 1000 0.00195312 51 0.999318 0.014
0.1 0.9 41 1000 0.00244141 50 0.999484 0.037
0.1 0.9 41 1000 0.00305176 48 0.998826 0.032
0.1 0.9 41 1000 0.0038147 43 0.999004 0.031
0.1 0.9 41 1000 0.00476837 43 0.998687 0.03
0.1 0.9 41 1000 0.00596046 43 0.999466 0.018
0.1 0.9 41 1000 0.00745058 41 0.999134 0.026
0.1 0.9 41 1000 0.00931323 37 0.91741 0.023
0.1 0.9 41 1000 0.0116415 33 0.909569 0.019
0.1 0.9 41 1000 0.0145519 31 0.900681 0.011
0.1 0.9 41 1000 0.0181899 29 0.901304 0.009
0.1 0.9 41 1000 0.0227374 29 0.901195 0.02
0.1 0.9 41 1000 0.0284217 24 0.86008 0.011
0.1 0.9 41 1000 0.0355271 17 0.668447 0.002
0.1 0.9 41 1000 0.0444089 12 0.540945 0.004
0.1 0.9 51 1000 0 164 0.999633 0
0.1 0.9 51 1000 0.00125 48 0.999394 0.002
0.1 0.9 51 1000 0.0015625 48 0.999147 0.001
0.1 0.9 51 1000 0.00195312 47 0.998977 0
0.1 0.9 51 1000 0.00244141 45 0.99915 0
0.1 0.9 51 1000 0.00305176 44 0.998911 0
0.1 0.9 51 1000 0.0038147 41 0.998735 0.002
0.1 0.9 51 1000 0.00476837 41 0.999293 0
0.1 0.9 51 1000 0.00596046 41 0.99911 0
0.1 0.9 51 1000 0.00745058 40 0.998282 0
0.1 0.9 51 1000 0.00931323 39 0.999374 0.001
0.1 0.9 51 1000 0.0116415 38 0.998341 0
0.1 0.9 51 1000 0.0145519 34 0.972943 0.001
0.1 0.9 51 1000 0.0181899 31 0.946885 0
0.1 0.9 51 1000 0.0227374 29 0.946979 0.014
0.1 0.9 51 1000 0.0284217 27 0.921602 0
0.1 0.9 51 1000 0.0355271 23 0.839016 0
0.1 0.9 51 1000 0.0444089 16 0.588676 0.001
0.1 0.9 63 1000 0 176 0.999605 0.149
0.1 0.9 63 1000 0.00125 64 0.999134 0.173
0.1 0.9 63 1000 0.0015625 63 0.998853 0.166
0.1 0.9 63 1000 0.00195312 55 0.999389 0.168
0.1 0.9 63 1000 0.00244141 52 0.999181 0.168
0.1 0.9 63 1000 0.00305176 52 0.999431 0.171
0.1 0.9 63 1000 0.0038147 48 0.999098 0.01
0.1 0.9 63 1000 0.00476837 44 0.999151 0.166
0.1 0.9 63 1000 0.00596046 44 0.998964 0.007
0.1 0.9 63 1000 0.00745058 43 0.999094 0.159
0.1 0.9 63 1000 0.00931323 39 0.97798 0.008
0.1 0.9 63 1000 0.0116415 34 0.947599 0.004
0.1 0.9 63 1000 0.0145519 34 0.947818 0.001
0.1 0.9 63 1000 0.0181899 34 0.947578 0.002
0.1 0.9 63 1000 0.0227374 28 0.919808 0.027
0.1 0.9 63 1000 0.0284217 25 0.855382 0.008
0.1 0.9 63 1000 0.0355271 20 0.705431 0.011
0.1 0.9 63 1000 0.0444089 16 0.515852 0.002
0.1 0.9 78 1000 0 176 0.999329 0.207
0.1 0.9 78 1000 0.00125 53 0.998893 0.154
0.1 0.9 78 1000 0.0015625 49 0.999289 0.048
0.1 0.9 78 1000 0.00195312 47 0.999259 0.21
0.1 0.9 78 1000 0.00244141 47 0.999577 0.141
0.1 0.9 78 1000 0.00305176 45 0.999338 0.143
0.1 0.9 78 1000 0.0038147 45 0.998974 0.193
0.1 0.9 78 1000 0.00476837 42 0.999377 0.195
0.1 0.9 78 1000 0.00596046 39 0.99849 0.189
0.1 0.9 78 1000 0.00745058 35 0.998429 0.007
0.1 0.9 78 1000 0.00931323 32 0.95751 0.001
0.1 0.9 78 1000 0.0116415 30 0.932622 0
0.1 0.9 78 1000 0.0145519 28 0.901009 0.011
0.1 0.9 78 1000 0.0181899 27 0.884331 0.007
0.1 0.9 78 1000 0.0227374 23 0.834239 0.003
0.1 0.9 78 1000 0.0284217 22 0.793155 0.007
0.1 0.9 78 1000 0.0355271 18 0.64102 0.001
0.1 0.9 78 1000 0.0444089 10 0.499583 0.002
0.1 0.9 97 1000 0 176 0.952805 0.008
0.1 0.9 97 1000 0.00125 76 0.952356 0.016
0.1 0.9 97 1000 0.0015625 74 0.952316 0.017
0.1 0.9 97 1000 0.00195312 66 0.95248 0.016
0.1 0.9 97 1000 0.00244141 62 0.952339 0.011
0.1 0.9 97 1000 0.00305176 60 0.952289 0.012
0.1 0.9 97 1000 0.0038147 54 0.95215 0.006
0.1 0.9 97 1000 0.00476837 51 0.95192 0.21
0.1 0.9 97 1000 0.00596046 47 0.937925 0.001
0.1 0.9 97 1000 0.00745058 36 0.886456 0.009
0.1 0.9 97 1000 0.00931323 34 0.864961 0.011
0.1 0.9 97 1000 0.0116415 30 0.806146 0.002
0.1 0.9 97 1000 0.0145519 26 0.75604 0.009
0.1 0.9 97 1000 0.0181899 26 0.755968 0
0.1 0.9 97 1000 0.0227374 22 0.67336 0.007
0.1 0.9 97 1000 0.0284217 20 0.65067 0.054
0.1 0.9 97 1000 0.0355271 16 0.553621 0.004
0.1 0.9 97 1000 0.0444089 12 0.490725 0.009
0.1 0.9 121 1000 0 164 0.922367 0
0.1 0.9 121 1000 0.00125 67 0.918214 0.001
0.1 0.9 121 1000 0.0015625 65 0.912262 0.002
0.1 0.9 121 1000 0.00195312 64 0.918215 0.003
0.1 0.9 121 1000 0.00244141 61 0.917151 0.003
0.1 0.9 121 1000 0.00305176 56 0.888521 0.001
0.1 0.9 121 1000 0.0038147 55 0.890155 0.002
0.1 0.9 121 1000 0.00476837 51 0.848579 0.002
0.1 0.9 121 1000 0.00596046 47 0.836064 0.006
0.1 0.9 121 1000 0.00745058 47 0.836426 0.004
0.1 0.9 121 1000 0.00931323 42 0.828794 0.002
0.1 0.9 121 1000 0.0116415 40 0.81825 0.114
0.1 0.9 121 1000 0.0145519 37 0.788534 0.001
0.1 0.9 121 1000 0.0181899 37 0.788494 0.014
0.1 0.9 121 1000 0.0227374 34 0.75765 0.001
0.1 0.9 121 1000 0.0284217 30 0.675279 0
0.1 0.9 121 1000 0.0355271 25 0.573167 0.001
0.1 0.9 121 1000 0.0444089 19 0.471123 0.005
0.1 0.9 151 1000 0 176 0.934695 0.086
0.1 0.9 151 1000 0.00125 77 0.92971 0.037
0.1 0.9 151 1000 0.0015625 70 0.927064 0.199
0.1 0.9 151 1000 0.00195312 66 0.922874 0.182
0.1 0.9 151 1000 0.00244141 66 0.923996 0.182
0.1 0.9 151 1000 0.00305176 65 0.914179 0.119
0.1 0.9 151 1000 0.0038147 58 0.895372 0.126
0.1 0.9 151 1000 0.00476837 49 0.871882 0.018
0.1 0.9 151 1000 0.00596046 43 0.856411 0
0.1 0.9 151 1000 0.00745058 40 0.84703 0
0.1 0.9 151 1000 0.00931323 34 0.825852 0.002
0.1 0.9 151 1000 0.0116415 33 0.816348 0
0.1 0.9 151 1000 0.0145519 31 0.789832 0
0.1 0.9 151 1000 0.0181899 28 0.776047 0
0.1 0.9 151 1000 0.0227374 24 0.733428 0.013
0.1 0.9 151 1000 0.0284217 21 0.615825 0
0.1 0.9 151 1000 0.0355271 19 0.576695 0
0.1 0.9 151 1000 0.0444089 15 0.462963 0
0.1 0.9 188 1000 0 164 0.942456 0.002
0.1 0.9 188 1000 0.00125 67 0.941797 0
0.1 0.9 188 1000 0.0015625 63 0.941226 0
0.1 0.9 188 1000 0.00195312 61 0.936605 0.012
0.1 0.9 188 1000 0.00244141 57 0.86685 0.004
0.1 0.9 188 1000 0.00305176 54 0.85842 0.004
0.1 0.9 188 1000 0.0038147 50 0.818799 0.013
0.1 0.9 188 1000 0.00476837 44 0.80418 0
0.1 0.9 188 1000 0.00596046 41 0.798246 0
0.1 0.9 188 1000 0.00745058 36 0.787394 0.009
0.1 0.9 188 1000 0.00931323 34 0.769793 0.002
0.1 0.9 188 1000 0.0116415 32 0.76695 0.001
0.1 0.9 188 1000 0.0145519 28 0.725082 0.011
0.1 0.9 188 1000 0.0181899 28 0.725096 0.008
0.1 0.9 188 1000 0.0227374 27 0.713176 0
0.1 0.9 188 1000 0.0284217 27 0.713155 0
0.1 0.9 188 1000 0.0355271 20 0.630835 0.005
0.1 0.9 188 1000 0.0444089 18 0.58518 0.022
0.1 0.9 235 1000 0 176 0.831445 0.204
0.1 0.9 235 1000 0.00125 69 0.826202 0.211
0.1 0.9 235 1000 0.0015625 64 0.82374 0.221
0.1 0.9 235 1000 0.00195312 57 0.819347 0.209
0.1 0.9 235 1000 0.00244141 52 0.817467 0.216
0.1 0.9 235 1000 0.00305176 52 0.817464 0.215
0.1 0.9 235 1000 0.0038147 48 0.813969 0.213
0.1 0.9 235 1000 0.00476837 46 0.81146 0.207
0.1 0.9 235 1000 0.00596046 40 0.801283 0.212
0.1 0.9 235 1000 0.00745058 36 0.790002 0.216
0.1 0.9 235 1000 0.00931323 33 0.78857 0.213
0.1 0.9 235 1000 0.0116415 30 0.784933 0.219
0.1 0.9 235 1000 0.0145519 29 0.76923 0.215
0.1 0.9 235 1000 0.0181899 26 0.719715 0.003
0.1 0.9 235 1000 0.0227374 25 0.708037 0
0.1 0.9 235 1000 0.0284217 24 0.695744 0.05
0.1 0.9 235 1000 0.0355271 18 0.521384 0.006
0.1 0.9 235 1000 0.0444089 12 0.408853 0.014
0.1 0.9 293 1000 0 176 0.770375 0.209
0.1 0.9 293 1000 0.00125 84 0.76891 0.184
0.1 0.9 293 1000 0.0015625 75 0.768042 0.209
0.1 0.9 293 1000 0.00195312 70 0.764059 0.216
0.1 0.9 293 1000 0.00244141 65 0.757384 0.216
0.1 0.9 293 1000 0.00305176 59 0.746932 0.213
0.1 0.9 293 1000 0.0038147 48 0.73669 0.216
0.1 0.9 293 1000 0.00476837 43 0.727109 0.219
0.1 0.9 293 1000 0.00596046 39 0.720504 0.219
0.1 0.9 293 1000 0.00745058 35 0.683673 0.01
0.1 0.9 293 1000 0.00931323 32 0.680271 0.002
0.1 0.9 293 1000 0.0116415 29 0.674829 0.01
0.1 0.9 293 1000 0.0145519 29 0.674838 0.003
0.1 0.9 293 1000 0.0181899 27 0.668793 0.001
0.1 0.9 293 1000 0.0227374 24 0.646456 0.116
0.1 0.9 293 1000 0.0284217 24 0.646437 0
0.1 0.9 293 1000 0.0355271 23 0.617219 0
0.1 0.9 293 1000 0.0444089 17 0.475665 0.026
0.1 0.9 366 1000 0 176 0.719545 0.173
0.1 0.9 366 1000 0.00125 64 0.716377 0.205
0.1 0.9 366 1000 0.0015625 60 0.715231 0.209
0.1 0.9 366 1000 0.00195312 58 0.713722 0.216
0.1 0.9 366 1000 0.00244141 54 0.713006 0.212
0.1 0.9 366 1000 0.00305176 54 0.713002 0.214
0.1 0.9 366 1000 0.0038147 51 0.709924 0.213
0.1 0.9 366 1000 0.00476837 44 0.701752 0.216
0.1 0.9 366 1000 0.00596046 38 0.686436 0.223
0.1 0.9 366 1000 0.00745058 33 0.680859 0.219
0.1 0.9 366 1000 0.00931323 30 0.654662 0
0.1 0.9 366 1000 0.0116415 27 0.636702 0.001
0.1 0.9 366 1000 0.0145519 27 0.636705 0.005
0.1 0.9 366 1000 0.0181899 26 0.63599 0.001
0.1 0.9 366 1000 0.0227374 26 0.635972 0.005
0.1 0.9 366 1000 0.0284217 25 0.635989 0.013
0.1 0.9 366 1000 0.0355271 17 0.482364 0.015
0.1 0.9 366 1000 0.0444089 13 0.42836 0
0.1 0.9 457 1000 0 176 0.776099 0.21
0.1 0.9 457 1000 0.00125 72 0.772377 0.217
0.1 0.9 457 1000 0.0015625 68 0.768546 0.211
0.1 0.9 457 1000 0.00195312 62 0.764562 0.216
0.1 0.9 457 1000 0.00244141 61 0.763394 0.214
0.1 0.9 457 1000 0.00305176 57 0.757842 0.209
0.1 0.9 457 1000 0.0038147 53 0.749075 0.222
0.1 0.9 457 1000 0.00476837 48 0.743746 0.218
0.1 0.9 457 1000 0.00596046 43 0.741527 0.214
0.1 0.9 457 1000 0.00745058 39 0.735841 0.214
0.1 0.9 457 1000 0.00931323 36 0.725441 0.216
0.1 0.9 457 1000 0.0116415 30 0.721104 0.208
0.1 0.9 457 1000 0.0145519 29 0.675292 0.001
0.1 0.9 457 1000 0.0181899 26 0.647753 0.006
0.1 0.9 457 1000 0.0227374 26 0.64775 0.002
0.1 0.9 457 1000 0.0284217 26 0.647757 0
0.1 0.9 457 1000 0.0355271 23 0.624012 0
0.1 0.9 457 1000 0.0444089 15 0.464985 0.007
0.1 0.9 571 1000 0 176 0.754636 0.205
0.1 0.9 571 1000 0.00125 71 0.748263 0.217
0.1 0.9 571 1000 0.0015625 67 0.747694 0.214
0.1 0.9 571 1000 0.00195312 62 0.744638 0.216
0.1 0.9 571 1000 0.00244141 55 0.74215 0.213
0.1 0.9 571 1000 0.00305176 52 0.737485 0.222
0.1 0.9 571 1000 0.0038147 49 0.734745 0.218
0.1 0.9 571 1000 0.00476837 48 0.734405 0.213
0.1 0.9 571 1000 0.00596046 41 0.72829 0.213
0.1 0.9 571 1000 0.00745058 37 0.725576 0.22
0.1 0.9 571 1000 0.00931323 32 0.720361 0.218
0.1 0.9 571 1000 0.0116415 32 0.720348 0.215
0.1 0.9 571 1000 0.0145519 28 0.652216 0.002
0.1 0.9 571 1000 0.0181899 27 0.649368 0.008
0.1 0.9 571 1000 0.0227374 27 0.649373 0.004
0.1 0.9 571 1000 0.0284217 27 0.649363 0
0.1 0.9 571 1000 0.0355271 17 0.48803 0.007
0.1 0.9 571 1000 0.0444089 12 0.40315 0.018
0.1 0.9 713 1000 0 176 0.722501 0.206
0.1 0.9 713 1000 0.00125 76 0.716344 0.207
0.1 0.9 713 1000 0.0015625 69 0.714994 0.217
0.1 0.9 713 1000 0.00195312 59 0.708856 0.212
0.1 0.9 713 1000 0.00244141 58 0.708744 0.213
0.1 0.9 713 1000 0.00305176 55 0.707006 0.221
0.1 0.9 713 1000 0.0038147 47 0.69751 0.213
0.1 0.9 713 1000 0.00476837 40 0.691267 0.219
0.1 0.9 713 1000 0.00596046 37 0.687969 0.218
0.1 0.9 713 1000 0.00745058 34 0.686129 0.217
0.1 0.9 713 1000 0.00931323 30 0.682986 0.219
0.1 0.9 713 1000 0.0116415 30 0.682974 0.21
0.1 0.9 713 1000 0.0145519 27 0.63258 0.002
0.1 0.9 713 1000 0.0181899 26 0.621817 0.003
0.1 0.9 713 1000 0.0227374 26 0.621807 0.001
0.1 0.9 713 1000 0.0284217 26 0.621817 0
0.1 0.9 713 1000 0.0355271 21 0.535681 0.001
0.1 0.9 713 1000 0.0444089 15 0.455348 0.001
0.1 0.9 891 1000 0 176 0.755088 0.213
0.1 0.9 891 1000 0.00125 59 0.746614 0.216
0.1 0.9 891 1000 0.0015625 53 0.745145 0.218
0.1 0.9 891 1000 0.00195312 46 0.740926 0.219
0.1 0.9 891 1000 0.00244141 44 0.74042 0.217
0.1 0.9 891 1000 0.00305176 41 0.739499 0.221
0.1 0.9 891 1000 0.0038147 39 0.738 0.213
0.1 0.9 891 1000 0.00476837 39 0.738002 0.217
0.1 0.9 891 1000 0.00596046 35 0.736865 0.219
0.1 0.9 891 1000 0.00745058 33 0.72872 0.212
0.1 0.9 891 1000 0.00931323 30 0.727311 0.219
0.1 0.9 891 1000 0.0116415 28 0.688522 0.001
0.1 0.9 891 1000 0.0145519 26 0.668291 0
0.1 0.9 891 1000 0.0181899 26 0.668288 0.016
0.1 0.9 891 1000 0.0227374 26 0.668276 0
0.1 0.9 891 1000 0.0284217 26 0.668298 0.001
0.1 0.9 891 1000 0.0355271 24 0.635386 0
0.1 0.9 891 1000 0.0444089 15 0.444108 0.018
0.1 0.9 1113 1000 0 176 0.767469 0.211
0.1 0.9 1113 1000 0.00125 58 0.763419 0.218
0.1 0.9 1113 1000 0.0015625 56 0.76167 0.224
0.1 0.9 1113 1000 0.00195312 50 0.760796 0.219
0.1 0.9 1113 1000 0.00244141 47 0.760248 0.217
0.1 0.9 1113 1000 0.00305176 45 0.759171 0.216
0.1 0.9 1113 1000 0.0038147 40 0.756927 0.211
0.1 0.9 1113 1000 0.00476837 37 0.750489 0.221
0.1 0.9 1113 1000 0.00596046 36 0.750493 0.221
0.1 0.9 1113 1000 0.00745058 32 0.750483 0.216
0.1 0.9 1113 1000 0.00931323 29 0.747068 0.214
0.1 0.9 1113 1000 0.0116415 28 0.708371 0.001
0.1 0.9 1113 1000 0.0145519 26 0.688037 0.009
0.1 0.9 1113 1000 0.0181899 26 0.688044 0.001
0.1 0.9 1113 1000 0.0227374 26 0.688038 0.002
0.1 0.9 1113 1000 0.0284217 26 0.688039 0.019
0.1 0.9 1113 1000 0.0355271 26 0.688026 0
0.1 0.9 1113 1000 0.0444089 16 0.485828 0
0.1 0.9 1391 1000 0 176 0.716208 0.176
0.1 0.9 1391 1000 0.00125 55 0.714235 0.217
0.1 0.9 1391 1000 0.0015625 50 0.713533 0.217
0.1 0.9 1391 1000 0.00195312 48 0.713128 0.215
0.1 0.9 1391 1000 0.00244141 44 0.712553 0.221
0.1 0.9 1391 1000 0.00305176 42 0.711975 0.21
0.1 0.9 1391 1000 0.0038147 40 0.711275 0.217
0.1 0.9 1391 1000 0.00476837 37 0.709704 0.217
0.1 0.9 1391 1000 0.00596046 36 0.709096 0.217
0.1 0.9 1391 1000 0.00745058 32 0.700586 0.216
0.1 0.9 1391 1000 0.00931323 29 0.69862 0.221
0.1 0.9 1391 1000 0.0116415 29 0.698635 0.206
0.1 0.9 1391 1000 0.0145519 26 0.640352 0
0.1 0.9 1391 1000 0.0181899 26 0.640348 0.01
0.1 0.9 1391 1000 0.0227374 26 0.640348 0.008
0.1 0.9 1391 1000 0.0284217 26 0.640351 0.001
0.1 0.9 1391 1000 0.0355271 25 0.640357 0.001
0.1 0.9 1391 1000 0.0444089 16 0.46913 0.005
0.1 0.9 1738 1000 0 176 0.732683 0.21
0.1 0.9 1738 1000 0.00125 57 0.727818 0.215
0.1 0.9 1738 1000 0.0015625 52 0.72748 0.218
0.1 0.9 1738 1000 0.00195312 50 0.726485 0.221
0.1 0.9 1738 1000 0.00244141 42 0.725158 0.215
0.1 0.9 1738 1000 0.00305176 41 0.724811 0.212
0.1 0.9 1738 1000 0.0038147 37 0.724139 0.209
0.1 0.9 1738 1000 0.00476837 34 0.716839 0.213
0.1 0.9 1738 1000 0.00596046 34 0.716816 0.219
0.1 0.9 1738 1000 0.00745058 32 0.71681 0.204
0.1 0.9 1738 1000 0.00931323 30 0.716799 0.218
0.1 0.9 1738 1000 0.0116415 30 0.716836 0.211
0.1 0.9 1738 1000 0.0145519 27 0.66437 0.001
0.1 0.9 1738 1000 0.0181899 26 0.653695 0.015
0.1 0.9 1738 1000 0.0227374 26 0.6537 0
0.1 0.9 1738 1000 0.0284217 26 0.653698 0.007
0.1 0.9 1738 1000 0.0355271 25 0.653708 0
0.1 0.9 1738 1000 0.0444089 14 0.414957 0.001
0.1 0.9 2172 1000 0 176 0.724538 0.212
0.1 0.9 2172 1000 0.00125 58 0.720509 0.218
0.1 0.9 2172 1000 0.0015625 49 0.719485 0.218
0.1 0.9 2172 1000 0.00195312 46 0.718145 0.211
0.1 0.9 2172 1000 0.00244141 42 0.717171 0.209
0.1 0.9 2172 1000 0.00305176 39 0.716332 0.22
0.1 0.9 2172 1000 0.0038147 36 0.715146 0.214
0.1 0.9 2172 1000 0.00476837 35 0.715 0.212
0.1 0.9 2172 1000 0.00596046 34 0.707916 0.217
0.1 0.9 2172 1000 0.00745058 29 0.707507 0.217
0.1 0.9 2172 1000 0.00931323 29 0.707498 0.217
0.1 0.9 2172 1000 0.0116415 26 0.655566 0.009
0.1 0.9 2172 1000 0.0145519 26 0.655576 0.005
0.1 0.9 2172 1000 0.0181899 26 0.655566 0.013
0.1 0.9 2172 1000 0.0227374 26 0.655565 0
0.1 0.9 2172 1000 0.0284217 26 0.655545 0
0.1 0.9 2172 1000 0.0355271 26 0.655548 0.007
0.1 0.9 2172 1000 0.0444089 16 0.454098 0
0.1 0.9 2715 1000 0 176 0.719657 0.219
0.1 0.9 2715 1000 0.00125 56 0.717002 0.216
0.1 0.9 2715 1000 0.0015625 51 0.716344 0.215
0.1 0.9 2715 1000 0.00195312 48 0.716023 0.216
0.1 0.9 2715 1000 0.00244141 41 0.714151 0.218
0.1 0.9 2715 1000 0.00305176 39 0.713414 0.213
0.1 0.9 2715 1000 0.0038147 37 0.713165 0.221
0.1 0.9 2715 1000 0.00476837 35 0.713023 0.21
0.1 0.9 2715 1000 0.00596046 34 0.704957 0.22
0.1 0.9 2715 1000 0.00745058 30 0.704967 0.215
0.1 0.9 2715 1000 0.00931323 30 0.704944 0.215
0.1 0.9 2715 1000 0.0116415 27 0.658662 0
0.1 0.9 2715 1000 0.0145519 26 0.64943 0.002
0.1 0.9 2715 1000 0.0181899 26 0.649436 0
0.1 0.9 2715 1000 0.0227374 26 0.649445 0
0.1 0.9 2715 1000 0.0284217 26 0.649441 0.005
0.1 0.9 2715 1000 0.0355271 25 0.649435 0.004
0.1 0.9 2715 1000 0.0444089 14 0.417048 0
0.1 0.9 10 1000 0 176 0.999891 0
0.1 0.9 10 1000 0.00125 19 0.999843 0
0.1 0.9 10 1000 0.0015625 18 0.999793 0.005
0.1 0.9 10 1000 0.00195312 17 0.99974 0.001
0.1 0.9 10 1000 0.00244141 17 0.999675 0.002
0.1 0.9 10 1000 0.00305176 17 0.999798 0.001
0.1 0.9 10 1000 0.0038147 17 0.999747 0.001
0.1 0.9 10 1000 0.00476837 17 0.999683 0
0.1 0.9 10 1000 0.00596046 17 0.999803 0.001
0.1 0.9 10 1000 0.00745058 17 0.999753 0
0.1 0.9 10 1000 0.00931323 17 0.999692 0.001
0.1 0.9 10 1000 0.0116415 17 0.999807 0.001
0.1 0.9 10 1000 0.0145519 17 0.999759 0
0.1 0.9 10 1000 0.0181899 17 0.9997 0.013
0.1 0.9 10 1000 0.0227374 17 0.999813 0.017
0.1 0.9 10 1000 0.0284217 17 0.999767 0.022
0.1 0.9 10 1000 0.0355271 16 0.999704 0.001
0.1 0.9 10 1000 0.0444089 16 0.999634 0.001
0.1 0.9 12 1000 0 146 0.999921 0.001
0.1 0.9 12 1000 0.00125 16 0.999912 0.007
0.1 0.9 12 1000 0.0015625 16 0.99989 0
0.1 0.9 12 1000 0.00195312 16 0.999862 0.007
0.1 0.9 12 1000 0.00244141 15 0.999896 0.003
0.1 0.9 12 1000 0.00305176 15 0.999878 0.002
0.1 0.9 12 1000 0.0038147 15 0.999843 0.002
0.1 0.9 12 1000 0.00476837 15 0.999812 0.001
0.1 0.9 12 1000 0.00596046 15 0.999883 0
0.1 0.9 12 1000 0.00745058 15 0.999857 0.002
0.1 0.9 12 1000 0.00931323 15 0.999823 0.001
0.1 0.9 12 1000 0.0116415 15 0.999888 0
0.1 0.9 12 1000 0.0145519 15 0.999859 0.001
0.1 0.9 12 1000 0.0181899 14 0.999813 0.001
0.1 0.9 12 1000 0.0227374 14 0.999887 0
0.1 0.9 12 1000 0.0284217 14 0.999854 0
0.1 0.9 12 1000 0.0355271 14 0.999812 0.001
0.1 0.9 12 1000 0.0444089 14 0.999767 0
0.1 0.9 15 1000 0 152 0.9999 0.003
0.1 0.9 15 1000 0.00125 20 0.999553 0.002
0.1 0.9 15 1000 0.0015625 20 0.999718 0.001
0.1 0.9 15 1000 0.00195312 20 0.999652 0.001
0.1 0.9 15 1000 0.00244141 20 0.999555 0.003
0.1 0.9 15 1000 0.00305176 19 0.999612 0
0.1 0.9 15 1000 0.0038147 19 0.999516 0.001
0.1 0.9 15 1000 0.00476837 19 0.999699 0.001
0.1 0.9 15 1000 0.00596046 18 0.999642 0.002
0.1 0.9 15 1000 0.00745058 18 0.999561 0.001
0.1 0.9 15 1000 0.00931323 18 0.999869 0
0.1 0.9 15 1000 0.0116415 18 0.999851 0.002
0.1 0.9 15 1000 0.0145519 18 0.999839 0
0.1 0.9 15 1000 0.0181899 17 0.999828 0.001
0.1 0.9 15 1000 0.0227374 17 0.999784 0
0.1 0.9 15 1000 0.0284217 17 0.99975 0.004
0.1 0.9 15 1000 0.0355271 17 0.999798 0.001
0.1 0.9 15 1000 0.0444089 17 0.999747 0
0.1 0.9 18 1000 0 152 0.999858 0
0.1 0.9 18 1000 0.00125 28 0.999615 0.003
0.1 0.9 18 1000 0.0015625 26 0.999733 0.001
0.1 0.9 18 1000 0.00195312 24 0.999801 0.001
0.1 0.9 18 1000 0.00244141 23 0.999654 0
0.1 0.9 18 1000 0.00305176 20 0.999538 0.002
0.1 0.9 18 1000 0.0038147 20 0.999457 0
0.1 0.9 18 1000 0.00476837 19 0.999664 0
0.1 0.9 18 1000 0.00596046 19 0.999575 0.001
0.1 0.9 18 1000 0.00745058 19 0.999437 0
0.1 0.9 18 1000 0.00931323 18 0.999501 0
0.1 0.9 18 1000 0.0116415 18 0.999713 0.001
0.1 0.9 18 1000 0.0145519 18 0.999456 0.001
0.1 0.9 18 1000 0.0181899 18 0.99985 0
0.1 0.9 18 1000 0.0227374 16 0.999605 0
0.1 0.9 18 1000 0.0284217 16 0.999515 0.002
0.1 0.9 18 1000 0.0355271 16 0.999706 0
0.1 0.9 18 1000 0.0444089 16 0.999834 0.002
0.1 0.9 22 1000 0 176 0.999835 0.005
0.1 0.9 22 1000 0.00125 53 0.999287 0.007
0.1 0.9 22 1000 0.0015625 53 0.999637 0.01
0.1 0.9 22 1000 0.00195312 51 0.999317 0.01
0.1 0.9 22 1000 0.00244141 47 0.999515 0.001
0.1 0.9 22 1000 0.00305176 46 0.999447 0
0.1 0.9 22 1000 0.0038147 45 0.999474 0
0.1 0.9 22 1000 0.00476837 44 0.998861 0.001
0.1 0.9 22 1000 0.00596046 42 0.998955 0
0.1 0.9 22 1000 0.00745058 42 0.99932 0.001
0.1 0.9 22 1000 0.00931323 37 0.999695 0.01
0.1 0.9 22 1000 0.0116415 35 0.999025 0.007
0.1 0.9 22 1000 0.0145519 35 0.998664 0.006
