0 0 0.25 0.488781 0.238781 0.5 0.27 
1 0 0.25 0.504592 0.254592 0.5 0.27 
2 0 0.25 0.548762 0.298762 0.5 0.27 
3 0 0.25 0.60768 0.35768 0.5 0.27 
4 0 0.25 0.670999 0.420999 0.5 0.27 
5 0 0.25 0.731586 0.481586 0.5 0.27 
6 0 0.25 0.785429 0.535429 0.5 0.27 
7 0 0.25 0.831011 0.581011 0.5 0.27 
8 0 0.25 0.868362 0.618362 0.5 0.27 
9 0 0.25 0.898171 0.648171 0.5 0.27 
10 0 0.25 0.921223 0.671223 0.5 0.27 
11 0 0.25 0.938168 0.688168 0.5 0.27 
12 0 0.25 0.949507 0.699507 0.5 0.27 
13 0 0.25 0.955683 0.705683 0.5 0.27 
14 0 0.25 0.957158 0.707158 0.5 0.27 
15 0 0.25 0.954458 0.704458 0.5 0.27 
16 0 0.25 0.94817 0.69817 0.5 0.27 
17 0 0.25 0.938914 0.688914 0.5 0.27 
18 0 0.25 0.9273 0.6773 0.5 0.27 
19 0 0.25 0.913894 0.663894 0.5 0.27 
20 0 0.25 0.899192 0.649192 0.5 0.27 
21 0 0.25 0.883611 0.633611 0.5 0.27 
22 0 0.25 0.867484 0.617484 0.5 0.27 
23 0 0.25 0.851069 0.601069 0.5 0.27 
24 0 0.25 0.834559 0.584559 0.5 0.27 
25 0 0.25 0.818096 0.568096 0.5 0.27 
26 0 0.25 0.80178 0.55178 0.5 0.27 
27 0 0.25 0.785687 0.535687 0.5 0.27 
28 0 0.25 0.769871 0.519871 0.5 0.27 
29 0 0.25 0.754376 0.504376 0.5 0.27 
30 0 0.25 0.739241 0.489241 0.5 0.27 
31 0 0.25 0.724501 0.474501 0.5 0.27 
32 0 0.25 0.710193 0.460193 0.5 0.27 
33 0 0.25 0.696352 0.446352 0.5 0.27 
34 0 0.25 0.683015 0.433015 0.5 0.27 
35 0 0.25 0.670221 0.420221 0.5 0.27 
36 0 0.25 0.658005 0.408005 0.5 0.27 
37 1493.37 0.25 0.646405 0.396405 0.5 0.27 
38 9469.65 0.25 0.635455 0.385455 0.5 0.27 
39 15664.2 0.25 0.625188 0.375188 0.5 0.27 
40 20100.4 0.25 0.615634 0.365634 0.5 0.27 
41 22726.2 0.25 0.606819 0.356819 0.5 0.27 
42 24327.8 0.25 0.598758 0.348758 0.5 0.27 
43 25513.4 0.25 0.591435 0.341435 0.591435 0.27 
44 26067.3 0.25 0.584806 0.334806 0.591435 0.27 
45 26522.6 0.25 0.578806 0.328806 0.591435 0.27 
46 26910.2 0.25 0.573361 0.323361 0.591435 0.27 
47 27216.9 0.25 0.568397 0.318397 0.591435 0.27 
48 27437 0.25 0.563845 0.313845 0.591435 0.27 
49 27566.4 0.25 0.559643 0.309643 0.591435 0.27 
50 27606.6 0.25 0.55574 0.30574 0.591435 0.27 
51 27559.6 0.25 0.552093 0.302093 0.591435 0.27 
52 27426.9 0.25 0.548669 0.298669 0.591435 0.27 
53 27209.5 0.25 0.545443 0.295443 0.591435 0.27 
54 26905.5 0.25 0.542396 0.292396 0.591435 0.27 
55 26516.9 0.25 0.539517 0.289517 0.591435 0.27 
56 25871.9 0.25 0.536799 0.286799 0.591435 0.27 
57 24773.9 0.25 0.534235 0.284235 0.591435 0.27 
58 23539.8 0.25 0.531824 0.281824 0.591435 0.27 
59 22178.3 0.25 0.529564 0.279564 0.591435 0.27 
60 20698.7 0.25 0.527454 0.277454 0.591435 0.27 
61 19110.8 0.25 0.525491 0.275491 0.591435 0.27 
62 17424.9 0.25 0.523674 0.273674 0.591435 0.27 
63 15651.8 0.25 0.521999 0.271999 0.591435 0.27 
64 13800.9 0.25 0.520463 0.270463 0.591435 0.27 
65 11877.5 0.25 0.519061 0.269061 0.591435 0.27 
66 9877.24 0.25 0.517787 0.267787 0.591435 0.27 
67 7829.79 0.25 0.516637 0.266637 0.591435 0.27 
68 13074.4 0.25 0.515607 0.265607 0.591435 0.27 
69 21467.5 0.25 0.514691 0.264691 0.591435 0.27 
70 28976 0.25 0.513886 0.263886 0.591435 0.27 
71 32096.8 0.25 0.513188 0.263188 0.591435 0.27 
72 32036 0.25 0.512589 0.262589 0.591435 0.27 
73 30574.1 0.25 0.512084 0.262084 0.591435 0.27 
74 28819.6 0.25 0.511665 0.261665 0.591435 0.27 
75 32457.8 0.25 0.511326 0.261326 0.591435 0.27 
76 42152.5 0.25 0.511059 0.261059 0.591435 0.27 
77 46035 0.25 0.510856 0.260856 0.591435 0.27 
78 46179.2 0.25 0.510711 0.260711 0.591435 0.27 
79 51658 0.25 0.510618 0.260618 0.591435 0.27 
80 55500.6 0.25 0.51057 0.26057 0.591435 0.27 
81 55515.4 0.25 0.510561 0.260561 0.591435 0.27 
82 55450.9 0.25 0.510584 0.260584 0.591435 0.27 
83 55317.5 0.25 0.510634 0.260634 0.591435 0.27 
84 55120.2 0.25 0.510705 0.260705 0.591435 0.27 
85 54863.3 0.25 0.510789 0.260789 0.591435 0.27 
86 54201.3 0.25 0.510883 0.260883 0.591435 0.27 
87 52901.8 0.25 0.51098 0.26098 0.591435 0.27 
88 51403.9 0.25 0.511077 0.261077 0.591435 0.27 
89 49698.6 0.25 0.51117 0.26117 0.591435 0.27 
90 47798.8 0.25 0.511256 0.261256 0.591435 0.27 
