[ 0.0986669 0 0 -0.999936 1 0 0.500389 0.5 -1.00062 1 -1.99964 -2 -1.50001 1.5 -0.000347367 0 -0.5 0.5 0 0 0 0
  0.096098 0 0 -0.999808 1 0 0.501138 0.5 -1.0018 1 -1.99894 -2 -1.50003 1.5 -0.00101683 0 -0.5 0.5 0 0 0 0
  0.092387 0 0 -0.999617 1 0 0.502216 0.5 -1.00352 1 -1.99793 -2 -1.50006 1.5 -0.001984 0 -0.5 0.5 0 0 0 0
  0.0876242 0 0 -0.999363 1 0 0.503595 0.5 -1.00572 1 -1.99662 -2 -1.50009 1.5 -0.00322538 0 -0.5 0.5 0 0 0 0
  0.0818963 0 0 -0.999046 1 0 0.505249 0.5 -1.00837 1 -1.99503 -2 -1.50014 1.5 -0.00471835 0 -0.5 0.5 0 0 0 0
  0.0752867 0 0 -0.998667 1 0 0.507151 0.5 -1.01143 1 -1.99319 -2 -1.50019 1.5 -0.00644116 0 -0.5 0.5 0 0 0 0
  0.0678752 0 0 -0.998225 1 0 0.509276 0.5 -1.01486 1 -1.99111 -2 -1.50025 1.5 -0.00837292 0 -0.5 0.5 0 0 0 0
  0.0597384 0 0 -0.997722 1 0 0.5116 0.5 -1.01863 1 -1.98881 -2 -1.50032 1.5 -0.0104936 0 -0.5 0.5 0 0 0 0
  0.0509494 0 0 -0.997157 1 0 0.5141 0.5 -1.0227 1 -1.98631 -2 -1.50039 1.5 -0.012784 0 -0.5 0.5 0 0 0 0
  0.041578 0 0 -0.996531 1 0 0.516754 0.5 -1.02705 1 -1.98363 -2 -1.50047 1.5 -0.0152258 0 -0.5 0.5 0 0 0 0
  0.0316911 0 0 -0.995844 1 0 0.519541 0.5 -1.03163 1 -1.98077 -2 -1.50055 1.5 -0.0178015 0 -0.5 0.5 0 0 0 0
  0.0213521 0 0 -0.995097 1 0 0.522442 0.5 -1.03643 1 -1.97776 -2 -1.50064 1.5 -0.0204944 0 -0.5 0.5 0 0 0 0
  0.0106214 0 0 -0.994289 1 0 0.525437 0.5 -1.04141 1 -1.97462 -2 -1.50073 1.5 -0.0232884 0 -0.5 0.5 0 0 0 0
  -0.000443644 0 0 -0.993422 1 0 0.528508 0.5 -1.04655 1 -1.97135 -2 -1.50083 1.5 -0.0261686 0 -0.5 0.5 0 0 0 0
  -0.0117886 0 0 -0.992495 1 0 0.531638 0.5 -1.05182 1 -1.96797 -2 -1.50092 1.5 -0.0291205 0 -0.5 0.5 0 0 0 0
  -0.0233619 0 0 -0.991509 1 0 0.534811 0.5 -1.0572 1 -1.9645 -2 -1.50103 1.5 -0.0321304 0 -0.5 0.5 0 0 0 0
  -0.035115 0 0 -0.990464 1 0 0.538012 0.5 -1.06266 1 -1.96094 -2 -1.50113 1.5 -0.0351856 0 -0.5 0.5 0 0 0 0
  -0.0470018 0 0 -0.98936 1 0 0.541226 0.5 -1.06819 1 -1.95731 -2 -1.50124 1.5 -0.0382738 0 -0.5 0.5 0 0 0 0
  -0.0589792 0 0 -0.988198 1 0 0.544439 0.5 -1.07376 1 -1.95363 -2 -1.50134 1.5 -0.0413835 0 -0.5 0.5 0 0 0 0
  -0.0710065 0 0 -0.986978 1 0 0.54764 0.5 -1.07936 1 -1.94989 -2 -1.50145 1.5 -0.0445041 0 -0.5 0.5 0 0 0 0
  -0.0830455 0 0 -0.9857 1 0 0.550815 0.5 -1.08496 1 -1.94612 -2 -1.50156 1.5 -0.0476252 0 -0.5 0.5 0 0 0 0
  -0.0950606 0 0 -0.984365 1 0 0.553954 0.5 -1.09055 1 -1.94232 -2 -1.50167 1.5 -0.0507374 0 -0.5 0.5 0 0 0 0
  -0.107018 0 0 -0.982973 1 0 0.557046 0.5 -1.09612 1 -1.9385 -2 -1.50178 1.5 -0.0538319 0 -0.5 0.5 0 0 0 0
  -0.118888 0 0 -0.981524 1 0 0.560081 0.5 -1.10164 1 -1.93467 -2 -1.50189 1.5 -0.0569005 0 -0.5 0.5 0 0 0 0
  -0.13064 0 0 -0.980019 1 0 0.563051 0.5 -1.10712 1 -1.93085 -2 -1.502 1.5 -0.0599353 0 -0.5 0.5 0 0 0 0
  -0.142249 0 0 -0.978458 1 0 0.565947 0.5 -1.11252 1 -1.92702 -2 -1.50211 1.5 -0.0629293 0 -0.5 0.5 0 0 0 0
  -0.153689 0 0 -0.976841 1 0 0.568762 0.5 -1.11785 1 -1.92321 -2 -1.50222 1.5 -0.065876 0 -0.5 0.5 0 0 0 0
  -0.164939 0 0 -0.975169 1 0 0.571488 0.5 -1.12309 1 -1.91943 -2 -1.50232 1.5 -0.0687693 0 -0.5 0.5 0 0 0 0
  -0.175976 0 0 -0.973441 1 0 0.57412 0.5 -1.12823 1 -1.91566 -2 -1.50243 1.5 -0.0716037 0 -0.5 0.5 0 0 0 0
  -0.186783 0 0 -0.971659 1 0 0.57665 0.5 -1.13326 1 -1.91193 -2 -1.50253 1.5 -0.0743741 0 -0.5 0.5 0 0 0 0
  -0.197342 0 0 -0.969822 1 0 0.579075 0.5 -1.13818 1 -1.90824 -2 -1.50263 1.5 -0.0770761 0 -0.5 0.5 0 0 0 0
  -0.207639 0 0 -0.967932 1 0 0.581389 0.5 -1.14298 1 -1.90459 -2 -1.50273 1.5 -0.0797055 0 -0.5 0.5 0 0 0 0
  -0.217658 0 0 -0.965987 1 0 0.583587 0.5 -1.14765 1 -1.90099 -2 -1.50282 1.5 -0.0822585 0 -0.5 0.5 0 0 0 0
