# Switches:
# -mode              = UTREE_VALUE
# -sample            = UNIFORM
# -nEp               = 1000
# -minTran           = 10
# -maxTran           = 12
# -e                 = 0
# -d                 = 0.5
# -minTrain          = 10
# -maxTrain          = 100
# -minTree           = 1000
# -maxTree           = 10000
# -f                 = 2
# -l1                = 0.0002
# -pruneTree         = 1
# -kWidth            = 0
# -incr              = 10
# -exp               = 0
# -printSamples      = 0
# -optTran           = 0
# -fincr             = 0
# -dl                = 0.001
# -tderr             = 0.0001
# -l1incr            = 0.0001
# -maxl1             = 0.001
# 
# Maze size: 2x2
# 
# Reward 0
#     ACTIVATION_STATE : 0
#     RECEIVE_STATE    : 3
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# 
# 
# 
# 
# Episode	training_length	transition_length	episode_mean_reward
# 
497 	120	12	0.25	
495 	190	12	0.25	
494 	180	12	0.25	
490 	140	12	0.166667	
498 	130	12	0.25	
493 	170	12	0.25	
501 	160	12	0.0833333	
492 	160	12	0.0833333	
502 	170	12	0	
508 	140	12	0	
505 	110	12	0.0833333	
503 	180	12	0.25	
499 	140	12	0.25	
512 	180	12	0.0833333	
500 	150	12	0.25	
507 	130	12	0.25	
510 	160	12	0.25	
511 	170	12	0.25	
506 	120	12	0.166667	
509 	150	12	0.25	
514 	110	12	0.0833333	
504 	190	12	0.25	
513 	190	12	0	
515 	120	12	0.25	
516 	130	12	0.0833333	
519 	160	12	0	
522 	190	12	0	
517 	140	12	0.166667	
518 	150	12	0	
523 	110	12	0.25	
520 	170	12	0.25	
524 	120	12	0.166667	
527 	150	12	0	
526 	140	12	0	
521 	180	12	0.25	
529 	170	12	0.0833333	
525 	130	12	0.0833333	
528 	160	12	0.25	
530 	180	12	0.25	
534 	130	12	0.25	
535 	140	12	0.25	
532 	110	12	0	
536 	150	12	0.25	
539 	180	12	0.25	
533 	120	12	0.0833333	
538 	170	12	0.25	
540 	190	12	0.25	
541 	110	12	0.25	
537 	160	12	0.25	
531 	190	12	0	
544 	140	12	0.25	
550 	110	12	0	
545 	150	12	0.25	
543 	130	12	0.0833333	
542 	120	12	0.25	
547 	170	12	0.0833333	
546 	160	12	0.0833333	
548 	180	12	0.25	
549 	190	12	0.25	
552 	130	12	0	
555 	160	12	0.0833333	
554 	150	12	0.25	
551 	120	12	0.25	
553 	140	12	0.0833333	
557 	180	12	0.25	
556 	170	12	0	
560 	120	12	0.25	
561 	130	12	0.25	
562 	140	12	0.25	
563 	150	12	0.25	
558 	190	12	0.25	
564 	160	12	0.25	
565 	170	12	0.0833333	
559 	110	12	0.166667	
567 	190	12	0.25	
569 	120	12	0.0833333	
566 	180	12	0	
568 	110	12	0.166667	
570 	130	12	0.166667	
578 	120	12	0.0833333	
571 	140	12	0.0833333	
572 	150	12	0.25	
577 	110	12	0	
574 	170	12	0	
573 	160	12	0.25	
579 	130	12	0.0833333	
575 	180	12	0.25	
581 	150	12	0.25	
580 	140	12	0	
576 	190	12	0.25	
582 	160	12	0.25	
584 	180	12	0.25	
586 	110	12	0.0833333	
587 	120	12	0	
583 	170	12	0.25	
588 	130	12	0.25	
585 	190	12	0.25	
595 	110	12	0	
589 	140	12	0.25	
591 	160	12	0.25	
590 	150	12	0.25	
596 	120	12	0.166667	
592 	170	12	0.25	
599 	150	12	0	
597 	130	12	0.25	
598 	140	12	0	
593 	180	12	0.25	
600 	160	12	0.0833333	
605 	120	12	0	
604 	110	12	0	
606 	130	12	0.0833333	
601 	170	12	0.25	
602 	180	12	0.25	
603 	190	12	0.25	
594 	190	12	0	
608 	150	12	0	
607 	140	12	0.25	
609 	160	12	0.25	
614 	120	12	0.25	
613 	110	12	0.25	
610 	170	12	0.25	
611 	180	12	0.25	
615 	130	12	0.25	
616 	140	12	0.25	
617 	150	12	0.25	
618 	160	12	0.25	
623 	120	12	0.0833333	
620 	180	12	0.25	
622 	110	12	0.25	
621 	190	12	0.25	
629 	180	12	0	
619 	170	12	0.0833333	
625 	140	12	0.25	
624 	130	12	0	
627 	160	12	0	
626 	150	12	0.0833333	
612 	190	12	0.25	
631 	110	12	0.25	
628 	170	12	0.25	
636 	160	12	0	
630 	190	12	0.25	
633 	130	12	0.166667	
635 	150	12	0.0833333	
634 	140	12	0.25	
632 	120	12	0.25	
640 	110	12	0.0833333	
637 	170	12	0.25	
638 	180	12	0.25	
641 	120	12	0.0833333	
642 	130	12	0.25	
643 	140	12	0.166667	
644 	150	12	0.25	
649 	110	12	0.25	
646 	170	12	0.25	
645 	160	12	0	
651 	130	12	0	
648 	190	12	0.25	
650 	120	12	0.25	
653 	150	12	0	
652 	140	12	0.0833333	
655 	170	12	0.25	
647 	180	12	0.166667	
661 	140	12	0	
639 	190	12	0.166667	
654 	160	12	0.25	
656 	180	12	0.25	
657 	190	12	0.25	
658 	110	12	0.25	
659 	120	12	0	
660 	130	12	0.25	
663 	160	12	0.25	
670 	140	12	0	
668 	120	12	0	
669 	130	12	0.0833333	
667 	110	12	0.25	
666 	190	12	0.25	
665 	180	12	0.25	
664 	170	12	0.0833333	
676 	110	12	0.25	
662 	150	12	0.166667	
671 	150	12	0	
672 	160	12	0.25	
674 	180	12	0.25	
677 	120	12	0.25	
673 	170	12	0.0833333	
675 	190	12	0.25	
681 	160	12	0.25	
686 	120	12	0.0833333	
684 	190	12	0	
687 	130	12	0	
682 	170	12	0.25	
679 	140	12	0	
691 	170	12	0	
680 	150	12	0.25	
683 	180	12	0.25	
694 	110	12	0	
678 	130	12	0.166667	
690 	160	12	0.0833333	
688 	140	12	0.25	
689 	150	12	0.25	
696 	130	12	0	
695 	120	12	0.25	
685 	110	12	0.0833333	
692 	180	12	0.25	
698 	150	12	0.25	
693 	190	12	0.25	
697 	140	12	0.25	
699 	160	12	0.0833333	
701 	180	12	0.25	
703 	110	12	0	
700 	170	12	0.25	
704 	120	12	0.25	
705 	130	12	0.25	
706 	140	12	0.25	
707 	150	12	0.25	
709 	170	12	0	
708 	160	12	0.0833333	
702 	190	12	0.25	
713 	120	12	0.25	
712 	110	12	0.25	
719 	180	12	0	
711 	190	12	0.25	
714 	130	12	0.0833333	
710 	180	12	0.0833333	
715 	140	12	0.25	
716 	150	12	0.25	
721 	110	12	0.25	
722 	120	12	0.25	
718 	170	12	0.25	
720 	190	12	0.25	
724 	140	12	0.0833333	
717 	160	12	0.0833333	
726 	160	12	0.25	
725 	150	12	0.25	
728 	180	12	0.0833333	
723 	130	12	0.0833333	
730 	110	12	0.0833333	
727 	170	12	0.25	
731 	120	12	0.25	
734 	150	12	0	
732 	130	12	0	
733 	140	12	0.25	
729 	190	12	0.25	
735 	160	12	0.0833333	
741 	130	12	0	
739 	110	12	0.25	
742 	140	12	0.25	
740 	120	12	0.166667	
737 	180	12	0.0833333	
743 	150	12	0.0833333	
738 	190	12	0.25	
745 	170	12	0.25	
749 	120	12	0.0833333	
736 	170	12	0	
746 	180	12	0.25	
744 	160	12	0.25	
752 	150	12	0.0833333	
748 	110	12	0	
751 	140	12	0.25	
747 	190	12	0.25	
750 	130	12	0.25	
753 	160	12	0.25	
754 	170	12	0.25	
757 	110	12	0.0833333	
755 	180	12	0.25	
759 	130	12	0	
760 	140	12	0.0833333	
758 	120	12	0.0833333	
767 	120	12	0	
761 	150	12	0.25	
762 	160	12	0	
756 	190	12	0.0833333	
766 	110	12	0.25	
763 	170	12	0.25	
764 	180	12	0	
768 	130	12	0.25	
771 	160	12	0.25	
772 	170	12	0.25	
769 	140	12	0.25	
765 	190	12	0.0833333	
773 	180	12	0.25	
777 	130	12	0	
774 	190	12	0.25	
775 	110	12	0	
770 	150	12	0	
776 	120	12	0.0833333	
778 	140	12	0.25	
784 	110	12	0.25	
780 	160	12	0.25	
779 	150	12	0.25	
781 	170	12	0.25	
785 	120	12	0.0833333	
783 	190	12	0.25	
782 	180	12	0.25	
786 	130	12	0.25	
794 	120	12	0	
787 	140	12	0.25	
793 	110	12	0.25	
791 	180	12	0.0833333	
789 	160	12	0.25	
790 	170	12	0.25	
792 	190	12	0.0833333	
788 	150	12	0.25	
795 	130	12	0.25	
802 	110	12	0.25	
799 	170	12	0.25	
797 	150	12	0.25	
801 	190	12	0.25	
798 	160	12	0.25	
800 	180	12	0	
804 	130	12	0.25	
796 	140	12	0.166667	
807 	160	12	0.25	
803 	120	12	0.25	
805 	140	12	0	
806 	150	12	0.25	
808 	170	12	0.25	
809 	180	12	0.25	
811 	110	12	0.25	
812 	120	12	0.25	
810 	190	12	0.25	
813 	130	12	0.0833333	
814 	140	12	0.25	
815 	150	12	0.25	
817 	170	12	0.25	
816 	160	12	0.25	
821 	120	12	0	
822 	130	12	0.25	
818 	180	12	0.25	
820 	110	12	0.0833333	
823 	140	12	0.25	
824 	150	12	0	
819 	190	12	0.25	
829 	110	12	0	
826 	170	12	0.25	
825 	160	12	0.25	
830 	120	12	0	
827 	180	12	0.0833333	
833 	150	12	0.25	
831 	130	12	0	
832 	140	12	0.25	
828 	190	12	0.25	
834 	160	12	0.25	
840 	130	12	0	
839 	120	12	0	
835 	170	12	0.25	
836 	180	12	0.25	
838 	110	12	0.0833333	
844 	170	12	0.25	
841 	140	12	0.25	
842 	150	12	0	
843 	160	12	0.25	
837 	190	12	0.25	
847 	110	12	0.25	
848 	120	12	0.25	
850 	140	12	0.25	
849 	130	12	0.25	
846 	190	12	0.25	
851 	150	12	0.25	
845 	180	12	0.25	
853 	170	12	0.25	
856 	110	12	0.0833333	
859 	140	12	0.25	
855 	190	12	0	
852 	160	12	0.25	
858 	130	12	0.25	
857 	120	12	0.25	
854 	180	12	0.25	
867 	130	12	0	
865 	110	12	0.166667	
861 	160	12	0.25	
866 	120	12	0.25	
871 	170	12	0	
862 	170	12	0.25	
863 	180	12	0	
860 	150	12	0.25	
864 	190	12	0.25	
869 	150	12	0.25	
868 	140	12	0	
874 	110	12	0.25	
870 	160	12	0.25	
875 	120	12	0.0833333	
873 	190	12	0.25	
876 	130	12	0.25	
883 	110	12	0	
877 	140	12	0.25	
879 	160	12	0.0833333	
878 	150	12	0.25	
884 	120	12	0.25	
881 	180	12	0.25	
882 	190	12	0.25	
885 	130	12	0.25	
872 	180	12	0.166667	
886 	140	12	0.25	
887 	150	12	0.25	
880 	170	12	0.0833333	
893 	120	12	0.0833333	
889 	170	12	0.25	
891 	190	12	0.25	
890 	180	12	0.25	
892 	110	12	0.25	
895 	140	12	0	
894 	130	12	0.25	
896 	150	12	0.25	
897 	160	12	0.25	
888 	160	12	0.166667	
899 	180	12	0.25	
900 	190	12	0.0833333	
898 	170	12	0	
# Switches:
# -mode              = UTREE_VALUE
# -sample            = UNIFORM
# -nEp               = 900
# -minTran           = 10
# -maxTran           = 12
# -e                 = 0
# -d                 = 0.5
# -minTrain          = 110
# -maxTrain          = 190
# -minTree           = 1000
# -maxTree           = 10000
# -f                 = 2
# -l1                = 0.001
# -pruneTree         = 1
# -kWidth            = 0
# -incr              = 10
# -exp               = 0
# -printSamples      = 0
# -optTran           = 0
# -fincr             = 0
# -dl                = 0.001
# -tderr             = 0.0001
# -l1incr            = 0.0001
# -maxl1             = 0.001
# 
# Maze size: 2x2
# 
# Reward 0
#     ACTIVATION_STATE : 0
#     RECEIVE_STATE    : 3
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# 
# 
# 
# 
# Episode	training_length	transition_length	episode_mean_reward
# 
2	120	12	0.0833333	utree_size: 9
4	140	12	0.0833333	utree_size: 7
1	110	12	0.0833333	utree_size: 13
11	120	12	0	utree_size: 3
3	130	12	0	utree_size: 9
9	190	12	0.25	utree_size: 17
7	170	12	0.25	utree_size: 13
10	110	12	0.25	utree_size: 15
12	130	12	0.166667	utree_size: 11
14	150	12	0.25	utree_size: 13
8	180	12	0.25	utree_size: 13
6	160	12	0.25	utree_size: 13
5	150	12	0.166667	utree_size: 13
13	140	12	0.25	utree_size: 15
15	160	12	0.25	utree_size: 13
17	180	12	0.0833333	utree_size: 11
18	190	12	0.25	utree_size: 15
16	170	12	0.25	utree_size: 13
22	140	12	0.25	utree_size: 13
27	190	12	0.0833333	utree_size: 1
20	120	12	0.25	utree_size: 15
19	110	12	0.25	utree_size: 15
26	180	12	0.0833333	utree_size: 9
24	160	12	0.25	utree_size: 11
29	120	12	0.25	utree_size: 11
28	110	12	0.25	utree_size: 13
25	170	12	0.25	utree_size: 17
21	130	12	0.166667	utree_size: 19
23	150	12	0.25	utree_size: 15
30	130	12	0.25	utree_size: 13
31	140	12	0.166667	utree_size: 15
38	120	12	0.0833333	utree_size: 7
37	110	12	0.0833333	utree_size: 9
32	150	12	0.25	utree_size: 15
40	140	12	0	utree_size: 1
34	170	12	0.25	utree_size: 13
33	160	12	0.25	utree_size: 15
35	180	12	0.25	utree_size: 13
43	170	12	0	utree_size: 5
46	110	12	0	utree_size: 3
47	120	12	0	utree_size: 3
39	130	12	0.25	utree_size: 15
45	190	12	0	utree_size: 9
41	150	12	0.25	utree_size: 19
48	130	12	0	utree_size: 13
49	140	12	0.25	utree_size: 13
52	170	12	0	utree_size: 5
42	160	12	0.166667	utree_size: 23
44	180	12	0.0833333	utree_size: 21
57	130	12	0	utree_size: 1
51	160	12	0.25	utree_size: 15
36	190	12	0.0833333	utree_size: 29
50	150	12	0.0833333	utree_size: 19
53	180	12	0.25	utree_size: 13
55	110	12	0.25	utree_size: 13
56	120	12	0.0833333	utree_size: 15
59	150	12	0.0833333	utree_size: 11
64	110	12	0	utree_size: 1
58	140	12	0.25	utree_size: 13
54	190	12	0.25	utree_size: 17
63	190	12	0	utree_size: 7
69	160	12	0.0833333	utree_size: 1
61	170	12	0.25	utree_size: 11
60	160	12	0.0833333	utree_size: 13
65	120	12	0.0833333	utree_size: 9
66	130	12	0	utree_size: 9
74	120	12	0	utree_size: 1
67	140	12	0.25	utree_size: 13
68	150	12	0.25	utree_size: 13
70	170	12	0.0833333	utree_size: 11
62	180	12	0.25	utree_size: 19
75	130	12	0.25	utree_size: 11
71	180	12	0.25	utree_size: 13
72	190	12	0.25	utree_size: 13
76	140	12	0.25	utree_size: 13
73	110	12	0	utree_size: 23
79	170	12	0.0833333	utree_size: 11
78	160	12	0.25	utree_size: 13
77	150	12	0.25	utree_size: 15
82	110	12	0.0833333	utree_size: 17
83	120	12	0.25	utree_size: 13
80	180	12	0.25	utree_size: 15
81	190	12	0.25	utree_size: 17
84	130	12	0.25	utree_size: 15
86	150	12	0.166667	utree_size: 15
85	140	12	0.25	utree_size: 17
91	110	12	0	utree_size: 9
88	170	12	0.25	utree_size: 13
89	180	12	0.0833333	utree_size: 13
97	170	12	0	utree_size: 1
92	120	12	0.25	utree_size: 13
93	130	12	0	utree_size: 11
90	190	12	0	utree_size: 17
94	140	12	0.25	utree_size: 13
95	150	12	0	utree_size: 15
96	160	12	0.25	utree_size: 13
100	110	12	0	utree_size: 13
87	160	12	0	utree_size: 29
103	140	12	0	utree_size: 5
99	190	12	0.166667	utree_size: 11
101	120	12	0	utree_size: 11
102	130	12	0.0833333	utree_size: 9
104	150	12	0.0833333	utree_size: 13
98	180	12	0.25	utree_size: 19
107	180	12	0.25	utree_size: 13
110	120	12	0.25	utree_size: 15
108	190	12	0.25	utree_size: 13
106	170	12	0.25	utree_size: 17
105	160	12	0.0833333	utree_size: 19
112	140	12	0.25	utree_size: 13
109	110	12	0.25	utree_size: 27
113	150	12	0.25	utree_size: 13
117	190	12	0.25	utree_size: 13
115	170	12	0.25	utree_size: 15
118	110	12	0.25	utree_size: 13
116	180	12	0.25	utree_size: 15
114	160	12	0.25	utree_size: 21
119	120	12	0	utree_size: 13
111	130	12	0.25	utree_size: 27
120	130	12	0.25	utree_size: 17
127	110	12	0	utree_size: 11
121	140	12	0.0833333	utree_size: 21
123	160	12	0.25	utree_size: 17
128	120	12	0.0833333	utree_size: 13
125	180	12	0.25	utree_size: 15
124	170	12	0.0833333	utree_size: 19
126	190	12	0.25	utree_size: 15
129	130	12	0.0833333	utree_size: 13
131	150	12	0.0833333	utree_size: 13
132	160	12	0.25	utree_size: 13
130	140	12	0	utree_size: 17
133	170	12	0.25	utree_size: 15
122	150	12	0	utree_size: 35
135	190	12	0.25	utree_size: 13
134	180	12	0.25	utree_size: 15
136	110	12	0.25	utree_size: 17
138	130	12	0.0833333	utree_size: 9
137	120	12	0.25	utree_size: 13
143	180	12	0.0833333	utree_size: 3
139	140	12	0.25	utree_size: 13
140	150	12	0.25	utree_size: 13
141	160	12	0	utree_size: 13
145	110	12	0.166667	utree_size: 13
142	170	12	0.25	utree_size: 13
147	130	12	0.0833333	utree_size: 13
146	120	12	0	utree_size: 17
150	160	12	0.0833333	utree_size: 11
149	150	12	0	utree_size: 11
148	140	12	0.25	utree_size: 13
144	190	12	0.25	utree_size: 19
155	120	12	0.25	utree_size: 15
154	110	12	0.25	utree_size: 11
151	170	12	0.25	utree_size: 13
152	180	12	0	utree_size: 15
160	170	12	0	utree_size: 1
159	160	12	0.25	utree_size: 13
156	130	12	0.25	utree_size: 13
164	120	12	0.25	utree_size: 13
157	140	12	0.25	utree_size: 13
163	110	12	0.25	utree_size: 13
153	190	12	0.25	utree_size: 19
166	140	12	0.25	utree_size: 13
161	180	12	0.25	utree_size: 17
158	150	12	0.25	utree_size: 19
170	180	12	0.25	utree_size: 13
165	130	12	0	utree_size: 13
162	190	12	0.25	utree_size: 21
169	170	12	0.25	utree_size: 13
167	150	12	0.25	utree_size: 19
173	120	12	0.25	utree_size: 19
168	160	12	0.25	utree_size: 13
174	130	12	0	utree_size: 11
178	170	12	0.25	utree_size: 13
176	150	12	0.25	utree_size: 13
171	190	12	0.25	utree_size: 19
175	140	12	0.25	utree_size: 17
177	160	12	0.25	utree_size: 13
172	110	12	0	utree_size: 25
183	130	12	0.0833333	utree_size: 9
181	110	12	0.25	utree_size: 13
180	190	12	0.25	utree_size: 13
184	140	12	0	utree_size: 11
182	120	12	0.0833333	utree_size: 17
179	180	12	0.25	utree_size: 19
191	120	12	0	utree_size: 7
186	160	12	0.0833333	utree_size: 13
188	180	12	0.25	utree_size: 15
192	130	12	0.0833333	utree_size: 13
190	110	12	0.25	utree_size: 17
185	150	12	0.166667	utree_size: 25
193	140	12	0.166667	utree_size: 13
194	150	12	0.25	utree_size: 13
187	170	12	0.166667	utree_size: 23
200	120	12	0.0833333	utree_size: 11
189	190	12	0.0833333	utree_size: 23
196	170	12	0.25	utree_size: 15
199	110	12	0	utree_size: 17
197	180	12	0.0833333	utree_size: 17
201	130	12	0.25	utree_size: 17
195	160	12	0	utree_size: 23
204	160	12	0.25	utree_size: 11
202	140	12	0.0833333	utree_size: 15
205	170	12	0.0833333	utree_size: 13
210	130	12	0.0833333	utree_size: 9
208	110	12	0.25	utree_size: 13
203	150	12	0.25	utree_size: 23
206	180	12	0.25	utree_size: 15
209	120	12	0	utree_size: 17
207	190	12	0.25	utree_size: 15
211	140	12	0.25	utree_size: 13
212	150	12	0	utree_size: 11
198	190	12	0.25	utree_size: 33
213	160	12	0.25	utree_size: 13
217	110	12	0	utree_size: 17
215	180	12	0.25	utree_size: 15
218	120	12	0	utree_size: 13
220	140	12	0	utree_size: 9
224	180	12	0	utree_size: 1
226	110	12	0	utree_size: 3
216	190	12	0.25	utree_size: 17
221	150	12	0.25	utree_size: 15
222	160	12	0.25	utree_size: 13
227	120	12	0.0833333	utree_size: 13
214	170	12	0.0833333	utree_size: 27
232	170	12	0	utree_size: 1
228	130	12	0.25	utree_size: 13
229	140	12	0.25	utree_size: 11
230	150	12	0.25	utree_size: 9
225	190	12	0	utree_size: 17
223	170	12	0.25	utree_size: 19
219	130	12	0.166667	utree_size: 31
231	160	12	0.25	utree_size: 13
238	140	12	0	utree_size: 9
233	180	12	0.0833333	utree_size: 13
239	150	12	0.25	utree_size: 13
235	110	12	0.0833333	utree_size: 19
237	130	12	0.0833333	utree_size: 15
234	190	12	0.166667	utree_size: 15
236	120	12	0.0833333	utree_size: 21
240	160	12	0.0833333	utree_size: 15
242	180	12	0.25	utree_size: 13
241	170	12	0.25	utree_size: 15
245	120	12	0.25	utree_size: 13
244	110	12	0.25	utree_size: 13
246	130	12	0.0833333	utree_size: 13
243	190	12	0.25	utree_size: 13
247	140	12	0.25	utree_size: 13
248	150	12	0	utree_size: 9
250	170	12	0	utree_size: 9
253	110	12	0.0833333	utree_size: 13
251	180	12	0	utree_size: 11
249	160	12	0.25	utree_size: 13
254	120	12	0.0833333	utree_size: 13
256	140	12	0.0833333	utree_size: 11
252	190	12	0.25	utree_size: 13
255	130	12	0.0833333	utree_size: 15
262	110	12	0.0833333	utree_size: 7
258	160	12	0.25	utree_size: 13
257	150	12	0.25	utree_size: 15
263	120	12	0.25	utree_size: 13
260	180	12	0.25	utree_size: 13
264	130	12	0.25	utree_size: 13
259	170	12	0.25	utree_size: 17
265	140	12	0.25	utree_size: 13
267	160	12	0.25	utree_size: 13
268	170	12	0.25	utree_size: 13
266	150	12	0.25	utree_size: 15
271	110	12	0	utree_size: 13
269	180	12	0.25	utree_size: 13
276	160	12	0	utree_size: 1
261	190	12	0.0833333	utree_size: 25
273	130	12	0.25	utree_size: 13
272	120	12	0.0833333	utree_size: 21
275	150	12	0.25	utree_size: 13
281	120	12	0.0833333	utree_size: 1
278	180	12	0.25	utree_size: 11
277	170	12	0.25	utree_size: 13
279	190	12	0.0833333	utree_size: 7
274	140	12	0.25	utree_size: 17
270	190	12	0.0833333	utree_size: 23
280	110	12	0.25	utree_size: 13
289	110	12	0	utree_size: 1
283	140	12	0.25	utree_size: 13
284	150	12	0.25	utree_size: 11
282	130	12	0	utree_size: 15
285	160	12	0.25	utree_size: 13
291	130	12	0.25	utree_size: 11
287	180	12	0.25	utree_size: 17
286	170	12	0.0833333	utree_size: 19
290	120	12	0.0833333	utree_size: 19
292	140	12	0.25	utree_size: 15
293	150	12	0.25	utree_size: 13
288	190	12	0.25	utree_size: 23
296	180	12	0.25	utree_size: 13
300	130	12	0.25	utree_size: 13
299	120	12	0.25	utree_size: 17
297	190	12	0.25	utree_size: 13
298	110	12	0	utree_size: 19
294	160	12	0.0833333	utree_size: 25
307	110	12	0	utree_size: 1
308	120	12	0.0833333	utree_size: 1
301	140	12	0.25	utree_size: 13
295	170	12	0.25	utree_size: 25
303	160	12	0.0833333	utree_size: 15
310	140	12	0.0833333	utree_size: 11
302	150	12	0.25	utree_size: 19
309	130	12	0.0833333	utree_size: 11
305	180	12	0.25	utree_size: 15
306	190	12	0.25	utree_size: 15
304	170	12	0	utree_size: 19
311	150	12	0.166667	utree_size: 15
315	190	12	0.25	utree_size: 11
317	120	12	0.25	utree_size: 11
313	170	12	0.25	utree_size: 13
316	110	12	0.0833333	utree_size: 17
318	130	12	0.25	utree_size: 13
314	180	12	0.25	utree_size: 15
312	160	12	0.0833333	utree_size: 19
319	140	12	0.25	utree_size: 13
325	110	12	0.0833333	utree_size: 7
320	150	12	0.25	utree_size: 11
329	150	12	0.0833333	utree_size: 1
321	160	12	0.25	utree_size: 13
322	170	12	0.25	utree_size: 13
324	190	12	0.25	utree_size: 13
327	130	12	0.25	utree_size: 13
331	170	12	0	utree_size: 7
334	110	12	0	utree_size: 1
323	180	12	0.25	utree_size: 17
326	120	12	0.166667	utree_size: 21
328	140	12	0.166667	utree_size: 17
330	160	12	0.0833333	utree_size: 13
335	120	12	0.25	utree_size: 15
339	160	12	0.0833333	utree_size: 9
333	190	12	0.25	utree_size: 13
337	140	12	0.25	utree_size: 15
343	110	12	0	utree_size: 1
332	180	12	0.25	utree_size: 17
338	150	12	0.0833333	utree_size: 15
340	170	12	0.25	utree_size: 15
345	130	12	0	utree_size: 9
336	130	12	0.0833333	utree_size: 27
346	140	12	0.25	utree_size: 13
344	120	12	0.25	utree_size: 15
341	180	12	0.25	utree_size: 13
347	150	12	0.25	utree_size: 19
352	110	12	0.25	utree_size: 13
349	170	12	0.25	utree_size: 15
356	150	12	0.0833333	utree_size: 1
353	120	12	0.166667	utree_size: 15
342	190	12	0.166667	utree_size: 23
348	160	12	0	utree_size: 19
351	190	12	0.25	utree_size: 17
350	180	12	0.25	utree_size: 17
355	140	12	0.25	utree_size: 13
357	160	12	0	utree_size: 11
361	110	12	0.0833333	utree_size: 9
358	170	12	0.25	utree_size: 13
354	130	12	0.25	utree_size: 19
363	130	12	0	utree_size: 11
362	120	12	0.25	utree_size: 15
359	180	12	0.25	utree_size: 19
364	140	12	0.0833333	utree_size: 17
360	190	12	0.0833333	utree_size: 21
367	170	12	0.25	utree_size: 13
366	160	12	0.25	utree_size: 13
369	190	12	0.0833333	utree_size: 11
375	160	12	0	utree_size: 1
370	110	12	0.166667	utree_size: 13
368	180	12	0.25	utree_size: 17
374	150	12	0.0833333	utree_size: 11
371	120	12	0.25	utree_size: 15
376	170	12	0.0833333	utree_size: 9
372	130	12	0.166667	utree_size: 19
365	150	12	0.166667	utree_size: 29
378	190	12	0	utree_size: 9
373	140	12	0.25	utree_size: 19
377	180	12	0.25	utree_size: 13
379	110	12	0.166667	utree_size: 13
384	160	12	0.0833333	utree_size: 7
380	120	12	0.0833333	utree_size: 17
382	140	12	0	utree_size: 11
388	110	12	0	utree_size: 1
390	130	12	0	utree_size: 1
381	130	12	0.0833333	utree_size: 17
387	190	12	0	utree_size: 9
386	180	12	0.0833333	utree_size: 11
385	170	12	0.25	utree_size: 13
383	150	12	0.0833333	utree_size: 17
389	120	12	0.0833333	utree_size: 13
397	110	12	0.0833333	utree_size: 3
391	140	12	0.25	utree_size: 13
393	160	12	0.25	utree_size: 13
392	150	12	0.25	utree_size: 17
394	170	12	0.25	utree_size: 13
399	130	12	0.0833333	utree_size: 11
398	120	12	0.0833333	utree_size: 13
400	140	12	0.25	utree_size: 11
395	180	12	0	utree_size: 15
396	190	12	0.25	utree_size: 19
408	130	12	0	utree_size: 1
402	160	12	0.25	utree_size: 13
407	120	12	0.25	utree_size: 13
406	110	12	0.25	utree_size: 15
403	170	12	0.25	utree_size: 15
405	190	12	0.25	utree_size: 13
404	180	12	0.0833333	utree_size: 15
409	140	12	0.25	utree_size: 15
401	150	12	0.0833333	utree_size: 25
410	150	12	0.25	utree_size: 13
411	160	12	0.25	utree_size: 13
412	170	12	0.25	utree_size: 13
415	110	12	0.0833333	utree_size: 13
413	180	12	0.25	utree_size: 15
414	190	12	0	utree_size: 15
417	130	12	0.25	utree_size: 13
419	150	12	0.25	utree_size: 13
418	140	12	0.25	utree_size: 15
416	120	12	0.25	utree_size: 17
421	170	12	0	utree_size: 13
422	180	12	0	utree_size: 11
424	110	12	0.0833333	utree_size: 11
420	160	12	0.25	utree_size: 19
423	190	12	0.25	utree_size: 13
425	120	12	0	utree_size: 11
433	110	12	0	utree_size: 1
428	150	12	0.25	utree_size: 13
427	140	12	0.25	utree_size: 15
426	130	12	0.0833333	utree_size: 19
434	120	12	0.25	utree_size: 15
430	170	12	0.25	utree_size: 15
431	180	12	0.0833333	utree_size: 15
436	140	12	0.0833333	utree_size: 13
435	130	12	0	utree_size: 15
442	110	12	0	utree_size: 1
437	150	12	0.25	utree_size: 13
429	160	12	0.166667	utree_size: 25
432	190	12	0.25	utree_size: 23
443	120	12	0.25	utree_size: 13
438	160	12	0.25	utree_size: 17
440	180	12	0.0833333	utree_size: 15
439	170	12	0.25	utree_size: 19
444	130	12	0.25	utree_size: 15
451	110	12	0.0833333	utree_size: 1
447	160	12	0	utree_size: 5
441	190	12	0.25	utree_size: 15
445	140	12	0.25	utree_size: 13
446	150	12	0.25	utree_size: 13
453	130	12	0.25	utree_size: 11
449	180	12	0.0833333	utree_size: 13
454	140	12	0.25	utree_size: 13
452	120	12	0.25	utree_size: 15
448	170	12	0.25	utree_size: 17
460	110	12	0.0833333	utree_size: 1
456	160	12	0.0833333	utree_size: 11
