# Switches:
# -mode              = UTREE_VALUE
# -sample            = UNIFORM
# -nEp               = 1000
# -minTran           = 10
# -maxTran           = 12
# -e                 = 0
# -d                 = 0.5
# -minTrain          = 10
# -maxTrain          = 100
# -minTree           = 1000
# -maxTree           = 10000
# -f                 = 2
# -l1                = 0.0002
# -pruneTree         = 1
# -kWidth            = 0
# -incr              = 10
# -exp               = 0
# -printSamples      = 0
# -optTran           = 0
# -fincr             = 0
# -dl                = 0.001
# -tderr             = 0.0001
# -l1incr            = 0.0001
# -maxl1             = 0.001
# 
# Maze size: 2x2
# 
# Reward 0
#     ACTIVATION_STATE : 0
#     RECEIVE_STATE    : 3
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# 
# 
# 
# 
# Episode	training_length	transition_length	episode_mean_reward
# 
277	700	12	0.25
283	300	12	0.0833333
284	400	12	0.25
279	900	12	0.25
285	500	12	0.25
278	800	12	0.25
291	100	12	0.25
286	600	12	0.25
280	1000	12	0.25
292	200	12	0.25
293	300	12	0.25
294	400	12	0.25
287	700	12	0.25
289	900	12	0.25
290	1000	12	0.25
288	800	12	0.25
295	500	12	0.25
301	100	12	0.0833333
302	200	12	0.25
297	700	12	0.25
296	600	12	0.25
303	300	12	0.25
298	800	12	0.25
304	400	12	0.25
299	900	12	0.25
300	1000	12	0.25
305	500	12	0.25
311	100	12	0.0833333
306	600	12	0.25
312	200	12	0.25
307	700	12	0.25
313	300	12	0.25
308	800	12	0.25
314	400	12	0.25
315	500	12	0.25
309	900	12	0.25
316	600	12	0.25
321	100	12	0.0833333
322	200	12	0.25
317	700	12	0.25
323	300	12	0.25
310	1000	12	0.25
318	800	12	0.25
319	900	12	0.25
324	400	12	0.25
320	1000	12	0.25
331	100	12	0
325	500	12	0.25
326	600	12	0.25
332	200	12	0.25
333	300	12	0.25
334	400	12	0.25
327	700	12	0.25
329	900	12	0.25
330	1000	12	0.25
328	800	12	0.25
336	600	12	0.25
335	500	12	0.25
341	100	12	0.25
337	700	12	0.25
342	200	12	0.25
343	300	12	0.25
344	400	12	0.25
345	500	12	0.25
338	800	12	0.25
339	900	12	0.25
346	600	12	0.25
351	100	12	0.25
347	700	12	0.25
352	200	12	0.25
353	300	12	0.25
348	800	12	0.25
354	400	12	0.25
340	1000	12	0.25
355	500	12	0.25
361	100	12	0.0833333
350	1000	12	0.25
349	900	12	0.25
362	200	12	0.25
358	800	12	0.25
363	300	12	0.25
359	900	12	0.25
356	600	12	0.25
357	700	12	0.25
360	1000	12	0.25
371	100	12	0
364	400	12	0.25
365	500	12	0.25
372	200	12	0.25
366	600	12	0.25
373	300	12	0.25
374	400	12	0.25
368	800	12	0.25
367	700	12	0.25
375	500	12	0.25
381	100	12	0.0833333
370	1000	12	0.25
369	900	12	0.25
382	200	12	0.25
377	700	12	0.25
376	600	12	0.25
383	300	12	0.25
384	400	12	0.25
379	900	12	0.25
378	800	12	0.25
385	500	12	0.25
386	600	12	0.25
391	100	12	0.0833333
380	1000	12	0.25
393	300	12	0.25
392	200	12	0.25
394	400	12	0.25
387	700	12	0.25
388	800	12	0.25
390	1000	12	0.25
395	500	12	0.25
401	100	12	0.25
396	600	12	0.25
389	900	12	0.25
397	700	12	0.25
402	200	12	0.25
398	800	12	0.25
403	300	12	0.25
399	900	12	0.25
405	500	12	0.25
411	100	12	0.0833333
406	600	12	0.25
400	1000	12	0.25
412	200	12	0.25
407	700	12	0.25
404	400	12	0.0833333
413	300	12	0.25
409	900	12	0.25
414	400	12	0.25
415	500	12	0.25
408	800	12	0.25
410	1000	12	0.25
416	600	12	0.25
421	100	12	0.25
422	200	12	0.25
418	800	12	0.25
417	700	12	0.25
423	300	12	0.25
419	900	12	0.25
424	400	12	0.25
425	500	12	0.25
431	100	12	0
426	600	12	0.25
432	200	12	0.25
427	700	12	0.25
428	800	12	0.25
433	300	12	0.25
429	900	12	0.25
420	1000	12	0.25
434	400	12	0.25
441	100	12	0
436	600	12	0.25
430	1000	12	0.25
435	500	12	0.25
437	700	12	0.25
442	200	12	0.25
443	300	12	0.25
438	800	12	0.25
439	900	12	0.25
444	400	12	0.25
451	100	12	0.166667
452	200	12	0.0833333
446	600	12	0.25
445	500	12	0.25
447	700	12	0.25
448	800	12	0.25
453	300	12	0.25
440	1000	12	0.25
454	400	12	0.25
449	900	12	0.25
455	500	12	0.25
461	100	12	0
450	1000	12	0.25
463	300	12	0.25
462	200	12	0
456	600	12	0.25
458	800	12	0.25
464	400	12	0.25
457	700	12	0.25
465	500	12	0.25
466	600	12	0.25
459	900	12	0.25
471	100	12	0.25
460	1000	12	0.25
467	700	12	0.25
468	800	12	0.25
472	200	12	0.25
473	300	12	0.25
474	400	12	0.25
469	900	12	0.25
475	500	12	0.25
482	200	12	0
476	600	12	0.25
481	100	12	0
477	700	12	0.25
470	1000	12	0.25
483	300	12	0.25
478	800	12	0.25
484	400	12	0.25
479	900	12	0.25
486	600	12	0.25
492	200	12	0
491	100	12	0
480	1000	12	0.25
485	500	12	0.25
487	700	12	0.25
493	300	12	0.25
494	400	12	0.25
488	800	12	0.25
495	500	12	0.25
489	900	12	0.25
496	600	12	0.25
501	100	12	0.25
497	700	12	0.25
502	200	12	0
503	300	12	0.25
490	1000	12	0.25
498	800	12	0.25
504	400	12	0.25
500	1000	12	0.25
499	900	12	0.25
511	100	12	0
505	500	12	0.25
507	700	12	0.25
506	600	12	0.25
512	200	12	0.25
513	300	12	0.25
508	800	12	0.25
515	500	12	0.25
509	900	12	0.25
514	400	12	0.25
510	1000	12	0.25
521	100	12	0.25
516	600	12	0.25
522	200	12	0.25
517	700	12	0.25
523	300	12	0.25
519	900	12	0.25
525	500	12	0.25
524	400	12	0.25
518	800	12	0.25
532	200	12	0
531	100	12	0.25
520	1000	12	0.25
534	400	12	0.25
527	700	12	0.25
528	800	12	0.25
536	600	12	0.25
526	600	12	0.25
533	300	12	0.25
541	100	12	0.0833333
535	500	12	0.25
537	700	12	0.25
539	900	12	0.25
529	900	12	0.25
542	200	12	0.25
543	300	12	0.25
538	800	12	0.25
544	400	12	0.25
540	1000	12	0.25
545	500	12	0.25
546	600	12	0.25
530	1000	12	0.25
551	100	12	0.25
547	700	12	0.25
552	200	12	0.25
548	800	12	0.25
553	300	12	0.25
549	900	12	0.25
554	400	12	0.25
556	600	12	0.25
561	100	12	0
555	500	12	0.25
557	700	12	0.25
550	1000	12	0.25
562	200	12	0.25
563	300	12	0.25
564	400	12	0.25
559	900	12	0.25
558	800	12	0.25
560	1000	12	0.25
565	500	12	0.25
566	600	12	0.25
571	100	12	0.25
572	200	12	0.25
567	700	12	0.25
573	300	12	0.0833333
568	800	12	0.25
574	400	12	0.25
575	500	12	0.25
581	100	12	0
582	200	12	0.0833333
570	1000	12	0.25
569	900	12	0.25
577	700	12	0.25
576	600	12	0.25
578	800	12	0.25
584	400	12	0.25
586	600	12	0.25
579	900	12	0.25
587	700	12	0.25
580	1000	12	0.25
583	300	12	0.25
585	500	12	0.25
592	200	12	0.0833333
591	100	12	0
593	300	12	0.25
594	400	12	0.25
595	500	12	0.25
588	800	12	0.25
589	900	12	0.25
596	600	12	0.25
601	100	12	0.166667
590	1000	12	0.25
597	700	12	0.25
602	200	12	0.25
603	300	12	0.25
598	800	12	0.25
604	400	12	0.25
599	900	12	0.25
605	500	12	0.25
606	600	12	0.25
611	100	12	0
608	800	12	0.25
600	1000	12	0.25
609	900	12	0.25
613	300	12	0.25
614	400	12	0.25
607	700	12	0.25
612	200	12	0
621	100	12	0.0833333
622	200	12	0.25
616	600	12	0.25
615	500	12	0.25
617	700	12	0.25
610	1000	12	0.25
623	300	12	0.25
619	900	12	0.25
618	800	12	0.25
620	1000	12	0.25
631	100	12	0.0833333
624	400	12	0.25
625	500	12	0.25
626	600	12	0.25
632	200	12	0.166667
627	700	12	0.25
633	300	12	0.25
635	500	12	0.25
630	1000	12	0.25
628	800	12	0.25
629	900	12	0.25
636	600	12	0.25
637	700	12	0.25
634	400	12	0.25
641	100	12	0
642	200	12	0.25
643	300	12	0.25
638	800	12	0.25
644	400	12	0.25
645	500	12	0.25
651	100	12	0
639	900	12	0.25
647	700	12	0.25
652	200	12	0
640	1000	12	0.25
653	300	12	0.25
646	600	12	0.25
649	900	12	0.25
654	400	12	0.25
650	1000	12	0.25
648	800	12	0.25
655	500	12	0.25
661	100	12	0.166667
662	200	12	0.25
657	700	12	0.25
656	600	12	0.25
663	300	12	0.25
659	900	12	0.25
664	400	12	0.25
665	500	12	0.25
671	100	12	0
658	800	12	0.25
666	600	12	0.25
660	1000	12	0.25
667	700	12	0.25
672	200	12	0.25
668	800	12	0.25
673	300	12	0.25
674	400	12	0.25
669	900	12	0.25
675	500	12	0.25
681	100	12	0
676	600	12	0.25
682	200	12	0.25
677	700	12	0.25
683	300	12	0.25
670	1000	12	0.25
678	800	12	0.25
684	400	12	0.25
679	900	12	0.25
685	500	12	0.25
691	100	12	0.25
686	600	12	0.25
687	700	12	0.25
692	200	12	0.0833333
693	300	12	0.25
680	1000	12	0.25
688	800	12	0.25
689	900	12	0.25
694	400	12	0.25
690	1000	12	0.25
701	100	12	0.25
695	500	12	0.25
696	600	12	0.25
697	700	12	0.25
702	200	12	0.25
703	300	12	0.25
699	900	12	0.25
704	400	12	0.25
698	800	12	0.25
705	500	12	0.25
706	600	12	0.25
700	1000	12	0.25
711	100	12	0.25
707	700	12	0.25
712	200	12	0.25
713	300	12	0.25
709	900	12	0.25
708	800	12	0.25
714	400	12	0.25
715	500	12	0.25
710	1000	12	0.25
721	100	12	0.25
716	600	12	0.25
722	200	12	0.25
717	700	12	0.25
723	300	12	0.25
724	400	12	0.25
718	800	12	0.25
719	900	12	0.25
731	100	12	0.25
732	200	12	0.0833333
725	500	12	0.25
720	1000	12	0.25
726	600	12	0.25
727	700	12	0.25
733	300	12	0.25
734	400	12	0.25
728	800	12	0.25
735	500	12	0.25
729	900	12	0.25
730	1000	12	0.25
736	600	12	0.25
741	100	12	0.25
737	700	12	0.25
742	200	12	0
743	300	12	0.25
744	400	12	0.25
738	800	12	0.25
746	600	12	0.25
745	500	12	0.25
751	100	12	0.25
740	1000	12	0.25
747	700	12	0.25
752	200	12	0.0833333
739	900	12	0.25
748	800	12	0.25
753	300	12	0.25
754	400	12	0.25
750	1000	12	0.25
755	500	12	0.25
749	900	12	0.25
761	100	12	0.25
756	600	12	0.25
762	200	12	0
757	700	12	0.25
758	800	12	0.25
759	900	12	0.25
760	1000	12	0.25
764	400	12	0.25
765	500	12	0.25
763	300	12	0
771	100	12	0
766	600	12	0.25
767	700	12	0.25
772	200	12	0.25
773	300	12	0.25
768	800	12	0.25
769	900	12	0.25
774	400	12	0.0833333
775	500	12	0.25
776	600	12	0.25
777	700	12	0.25
782	200	12	0.25
781	100	12	0.0833333
770	1000	12	0.25
778	800	12	0.25
784	400	12	0.25
785	500	12	0.25
783	300	12	0
779	900	12	0.25
791	100	12	0
780	1000	12	0.25
786	600	12	0.25
787	700	12	0.25
792	200	12	0.25
794	400	12	0.25
795	500	12	0.25
793	300	12	0
788	800	12	0.25
801	100	12	0.166667
796	600	12	0.25
802	200	12	0.166667
789	900	12	0.25
790	1000	12	0.25
803	300	12	0.25
797	700	12	0.25
798	800	12	0.25
804	400	12	0.25
805	500	12	0.25
811	100	12	0
806	600	12	0.25
812	200	12	0.25
800	1000	12	0.25
799	900	12	0.25
807	700	12	0.25
813	300	12	0.25
814	400	12	0.25
815	500	12	0.25
810	1000	12	0.25
808	800	12	0.25
809	900	12	0.25
821	100	12	0.25
822	200	12	0.25
816	600	12	0.25
817	700	12	0.25
823	300	12	0.25
818	800	12	0.25
824	400	12	0.25
819	900	12	0.25
831	100	12	0.0833333
825	500	12	0.25
820	1000	12	0.25
827	700	12	0.25
832	200	12	0.25
826	600	12	0.25
828	800	12	0.25
833	300	12	0.25
830	1000	12	0.25
835	500	12	0.25
836	600	12	0.25
834	400	12	0.25
837	700	12	0.25
841	100	12	0.166667
829	900	12	0.25
842	200	12	0.25
843	300	12	0.25
839	900	12	0.25
845	500	12	0.25
844	400	12	0.25
838	800	12	0.25
851	100	12	0.0833333
846	600	12	0.25
847	700	12	0.25
840	1000	12	0.25
852	200	12	0.25
848	800	12	0.25
853	300	12	0.25
854	400	12	0.25
849	900	12	0.25
850	1000	12	0.25
856	600	12	0.25
855	500	12	0.25
861	100	12	0.25
857	700	12	0.25
858	800	12	0.25
862	200	12	0.25
863	300	12	0.25
859	900	12	0.25
864	400	12	0.25
871	100	12	0
865	500	12	0.25
860	1000	12	0.25
872	200	12	0
866	600	12	0.25
867	700	12	0.25
868	800	12	0.25
874	400	12	0.25
873	300	12	0.25
875	500	12	0.25
881	100	12	0
870	1000	12	0.25
876	600	12	0.25
869	900	12	0.25
883	300	12	0.25
882	200	12	0.0833333
878	800	12	0.25
879	900	12	0.25
877	700	12	0.25
884	400	12	0.25
885	500	12	0.25
880	1000	12	0.25
891	100	12	0
892	200	12	0.0833333
886	600	12	0.25
888	800	12	0.25
887	700	12	0.25
893	300	12	0.25
894	400	12	0.25
889	900	12	0.25
901	100	12	0.25
895	500	12	0.25
896	600	12	0.25
890	1000	12	0.25
897	700	12	0.25
903	300	12	0.25
898	800	12	0.25
902	200	12	0.25
899	900	12	0.25
900	1000	12	0.25
904	400	12	0.25
905	500	12	0.25
906	600	12	0.25
911	100	12	0.0833333
912	200	12	0.25
913	300	12	0.25
907	700	12	0.25
914	400	12	0.25
915	500	12	0.25
908	800	12	0.25
909	900	12	0.25
916	600	12	0.25
921	100	12	0.25
910	1000	12	0.25
922	200	12	0.25
923	300	12	0.25
917	700	12	0.25
918	800	12	0.25
919	900	12	0.25
924	400	12	0.25
931	100	12	0
925	500	12	0.25
926	600	12	0.25
932	200	12	0.0833333
928	800	12	0.25
933	300	12	0.25
920	1000	12	0.25
934	400	12	0.25
935	500	12	0.25
929	900	12	0.25
941	100	12	0
927	700	12	0.25
942	200	12	0.0833333
937	700	12	0.25
936	600	12	0.25
943	300	12	0.25
930	1000	12	0.25
938	800	12	0.25
944	400	12	0.25
945	500	12	0.25
940	1000	12	0.25
951	100	12	0.0833333
939	900	12	0.25
946	600	12	0.25
947	700	12	0.25
952	200	12	0.0833333
948	800	12	0.25
953	300	12	0.25
950	1000	12	0.25
949	900	12	0.25
955	500	12	0.25
961	100	12	0.166667
954	400	12	0.25
956	600	12	0.25
962	200	12	0.25
963	300	12	0.25
957	700	12	0.25
959	900	12	0.25
964	400	12	0.25
958	800	12	0.25
971	100	12	0
965	500	12	0.25
960	1000	12	0.25
966	600	12	0.25
972	200	12	0.25
967	700	12	0.25
973	300	12	0.25
968	800	12	0.25
974	400	12	0.25
969	900	12	0.25
981	100	12	0
982	200	12	0.25
975	500	12	0.25
978	800	12	0.25
970	1000	12	0.25
983	300	12	0.25
979	900	12	0.25
976	600	12	0.25
977	700	12	0.25
980	1000	12	0.25
984	400	12	0.25
991	100	12	0.25
986	600	12	0.25
992	200	12	0.25
985	500	12	0.25
993	300	12	0.25
988	800	12	0.25
987	700	12	0.25
994	400	12	0.25
989	900	12	0.25
990	1000	12	0.25
995	500	12	0.25
996	600	12	0.25
997	700	12	0.25
998	800	12	0.25
999	900	12	0.25
1000	1000	12	0.25
# Switches:
# -mode              = UTREE_VALUE
# -sample            = UNIFORM
# -nEp               = 900
# -minTran           = 10
# -maxTran           = 12
# -e                 = 0
# -d                 = 0.5
# -minTrain          = 110
# -maxTrain          = 190
# -minTree           = 1000
# -maxTree           = 10000
# -f                 = 2
# -l1                = 0.001
# -pruneTree         = 1
# -kWidth            = 0
# -incr              = 10
# -exp               = 0
# -printSamples      = 0
# -optTran           = 0
# -fincr             = 0
# -dl                = 0.001
# -tderr             = 0.0001
# -l1incr            = 0.0001
# -maxl1             = 0.001
# 
# Maze size: 2x2
# 
# Reward 0
#     ACTIVATION_STATE : 0
#     RECEIVE_STATE    : 3
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# 
# 
# 
# 
# Episode	training_length	transition_length	episode_mean_reward
# 
2 	120	12	0	
4 	140	12	0.25	
1 	110	12	0.0833333	
6 	160	12	0.25	
5 	150	12	0	
7 	170	12	0	
11 	120	12	0.0833333	
13 	140	12	0.0833333	
10 	110	12	0.25	
8 	180	12	0.166667	
3 	130	12	0.0833333	
9 	190	12	0	
12 	130	12	0.25	
19 	110	12	0.0833333	
14 	150	12	0.166667	
15 	160	12	0.25	
17 	180	12	0.0833333	
18 	190	12	0.25	
20 	120	12	0.25	
21 	130	12	0.25	
22 	140	12	0.25	
16 	170	12	0.166667	
23 	150	12	0	
26 	180	12	0.25	
24 	160	12	0	
27 	190	12	0.25	
28 	110	12	0.0833333	
31 	140	12	0.25	
29 	120	12	0.25	
30 	130	12	0.25	
34 	170	12	0.25	
37 	110	12	0.0833333	
35 	180	12	0.25	
36 	190	12	0.25	
38 	120	12	0.25	
25 	170	12	0.25	
33 	160	12	0	
41 	150	12	0.0833333	
40 	140	12	0.25	
42 	160	12	0.25	
39 	130	12	0.25	
46 	110	12	0	
44 	180	12	0.0833333	
32 	150	12	0.25	
43 	170	12	0.0833333	
47 	120	12	0.0833333	
49 	140	12	0.25	
45 	190	12	0.25	
48 	130	12	0.25	
50 	150	12	0.25	
55 	110	12	0.25	
58 	140	12	0	
51 	160	12	0	
61 	170	12	0.0833333	
56 	120	12	0	
53 	180	12	0.25	
52 	170	12	0	
54 	190	12	0.25	
60 	160	12	0	
57 	130	12	0.25	
59 	150	12	0.25	
64 	110	12	0	
65 	120	12	0.25	
66 	130	12	0.25	
68 	150	12	0.25	
63 	190	12	0.25	
62 	180	12	0.0833333	
67 	140	12	0.25	
69 	160	12	0.25	
70 	170	12	0.0833333	
72 	190	12	0.25	
76 	140	12	0	
71 	180	12	0.25	
74 	120	12	0.25	
77 	150	12	0.25	
79 	170	12	0	
75 	130	12	0.25	
73 	110	12	0.166667	
82 	110	12	0.0833333	
78 	160	12	0.25	
84 	130	12	0.0833333	
85 	140	12	0.0833333	
80 	180	12	0.25	
81 	190	12	0.25	
86 	150	12	0.25	
83 	120	12	0.25	
87 	160	12	0.25	
88 	170	12	0.25	
89 	180	12	0.25	
93 	130	12	0.0833333	
91 	110	12	0.25	
92 	120	12	0.25	
100 	110	12	0	
94 	140	12	0.25	
90 	190	12	0.166667	
96 	160	12	0.25	
95 	150	12	0.25	
102 	130	12	0.0833333	
98 	180	12	0.25	
97 	170	12	0.25	
103 	140	12	0	
104 	150	12	0.0833333	
99 	190	12	0.0833333	
107 	180	12	0.0833333	
105 	160	12	0.25	
109 	110	12	0.25	
106 	170	12	0	
101 	120	12	0.25	
108 	190	12	0.25	
115 	170	12	0	
110 	120	12	0.0833333	
111 	130	12	0	
118 	110	12	0.25	
114 	160	12	0.25	
112 	140	12	0.25	
116 	180	12	0.25	
119 	120	12	0.166667	
117 	190	12	0.25	
120 	130	12	0	
127 	110	12	0.0833333	
113 	150	12	0.166667	
121 	140	12	0.25	
124 	170	12	0.25	
125 	180	12	0.166667	
123 	160	12	0.25	
133 	170	12	0.0833333	
122 	150	12	0.25	
128 	120	12	0	
129 	130	12	0.25	
130 	140	12	0	
126 	190	12	0.25	
131 	150	12	0	
132 	160	12	0.25	
134 	180	12	0.25	
136 	110	12	0.0833333	
138 	130	12	0.25	
143 	180	12	0	
135 	190	12	0.0833333	
139 	140	12	0	
140 	150	12	0.25	
142 	170	12	0.25	
141 	160	12	0.25	
145 	110	12	0	
137 	120	12	0	
146 	120	12	0	
147 	130	12	0	
148 	140	12	0.25	
150 	160	12	0	
156 	130	12	0	
144 	190	12	0	
149 	150	12	0.25	
155 	120	12	0.0833333	
154 	110	12	0	
153 	190	12	0.25	
152 	180	12	0.0833333	
157 	140	12	0.25	
151 	170	12	0.0833333	
163 	110	12	0.25	
160 	170	12	0.25	
164 	120	12	0.25	
159 	160	12	0.25	
162 	190	12	0.25	
161 	180	12	0.25	
165 	130	12	0.0833333	
166 	140	12	0.25	
158 	150	12	0.0833333	
172 	110	12	0.0833333	
167 	150	12	0	
168 	160	12	0.25	
176 	150	12	0	
171 	190	12	0.25	
173 	120	12	0.25	
169 	170	12	0.25	
170 	180	12	0.0833333	
177 	160	12	0.25	
175 	140	12	0.25	
178 	170	12	0.25	
179 	180	12	0.25	
180 	190	12	0.25	
174 	130	12	0	
185 	150	12	0.25	
184 	140	12	0.25	
181 	110	12	0.25	
182 	120	12	0.0833333	
183 	130	12	0.166667	
186 	160	12	0.25	
191 	120	12	0	
187 	170	12	0.0833333	
188 	180	12	0.25	
190 	110	12	0.25	
192 	130	12	0.25	
189 	190	12	0.25	
199 	110	12	0	
197 	180	12	0	
193 	140	12	0	
194 	150	12	0.25	
195 	160	12	0.166667	
200 	120	12	0.0833333	
196 	170	12	0.25	
201 	130	12	0.0833333	
202 	140	12	0.0833333	
208 	110	12	0.166667	
198 	190	12	0.25	
203 	150	12	0.25	
211 	140	12	0.0833333	
205 	170	12	0.25	
207 	190	12	0.25	
206 	180	12	0.25	
210 	130	12	0.25	
209 	120	12	0.0833333	
204 	160	12	0.25	
212 	150	12	0.25	
214 	170	12	0.25	
218 	120	12	0.25	
217 	110	12	0.0833333	
213 	160	12	0.0833333	
216 	190	12	0.25	
220 	140	12	0	
221 	150	12	0.25	
226 	110	12	0.166667	
215 	180	12	0.0833333	
228 	130	12	0	
222 	160	12	0.25	
224 	180	12	0.25	
225 	190	12	0.25	
219 	130	12	0	
230 	150	12	0.25	
227 	120	12	0.0833333	
223 	170	12	0.166667	
235 	110	12	0	
236 	120	12	0	
229 	140	12	0.25	
232 	170	12	0.25	
231 	160	12	0.25	
237 	130	12	0.25	
234 	190	12	0.25	
240 	160	12	0.0833333	
233 	180	12	0.166667	
238 	140	12	0	
241 	170	12	0.25	
239 	150	12	0.25	
244 	110	12	0	
245 	120	12	0	
242 	180	12	0.25	
243 	190	12	0.25	
246 	130	12	0.25	
248 	150	12	0.25	
247 	140	12	0.0833333	
249 	160	12	0.0833333	
253 	110	12	0.166667	
250 	170	12	0.25	
255 	130	12	0.25	
254 	120	12	0.25	
258 	160	12	0.25	
252 	190	12	0.25	
256 	140	12	0	
251 	180	12	0	
257 	150	12	0.25	
261 	190	12	0.25	
260 	180	12	0.25	
259 	170	12	0	
262 	110	12	0.25	
266 	150	12	0.25	
263 	120	12	0	
265 	140	12	0.25	
267 	160	12	0	
272 	120	12	0	
269 	180	12	0.25	
264 	130	12	0	
270 	190	12	0	
271 	110	12	0.166667	
273 	130	12	0.25	
274 	140	12	0.25	
268 	170	12	0.25	
277 	170	12	0.25	
278 	180	12	0.25	
276 	160	12	0.25	
280 	110	12	0	
275 	150	12	0.25	
279 	190	12	0.0833333	
281 	120	12	0.25	
283 	140	12	0.25	
282 	130	12	0.25	
289 	110	12	0.0833333	
284 	150	12	0	
286 	170	12	0.25	
285 	160	12	0.25	
287 	180	12	0	
290 	120	12	0.0833333	
288 	190	12	0.25	
292 	140	12	0.25	
291 	130	12	0	
294 	160	12	0	
293 	150	12	0	
295 	170	12	0.25	
296 	180	12	0.25	
300 	130	12	0	
297 	190	12	0.25	
298 	110	12	0.25	
299 	120	12	0.25	
301 	140	12	0.0833333	
303 	160	12	0.25	
304 	170	12	0.25	
308 	120	12	0.25	
307 	110	12	0.25	
309 	130	12	0.25	
312 	160	12	0	
305 	180	12	0.25	
302 	150	12	0	
306 	190	12	0.25	
310 	140	12	0.25	
311 	150	12	0.25	
313 	170	12	0.25	
315 	190	12	0.25	
314 	180	12	0.25	
316 	110	12	0.25	
318 	130	12	0	
319 	140	12	0.25	
321 	160	12	0.25	
326 	120	12	0	
322 	170	12	0.25	
320 	150	12	0.25	
317 	120	12	0.166667	
331 	170	12	0.0833333	
329 	150	12	0	
323 	180	12	0.25	
325 	110	12	0.25	
327 	130	12	0	
328 	140	12	0.25	
324 	190	12	0.25	
334 	110	12	0	
330 	160	12	0.25	
335 	120	12	0.25	
336 	130	12	0.0833333	
333 	190	12	0.25	
337 	140	12	0.25	
341 	180	12	0.25	
343 	110	12	0.25	
346 	140	12	0	
338 	150	12	0.25	
342 	190	12	0.25	
339 	160	12	0.25	
340 	170	12	0.25	
344 	120	12	0	
347 	150	12	0.25	
352 	110	12	0	
350 	180	12	0	
349 	170	12	0.25	
351 	190	12	0.25	
345 	130	12	0.25	
332 	180	12	0	
353 	120	12	0.25	
354 	130	12	0.25	
355 	140	12	0.25	
348 	160	12	0.25	
361 	110	12	0.0833333	
358 	170	12	0.25	
362 	120	12	0.0833333	
359 	180	12	0	
356 	150	12	0.25	
357 	160	12	0.25	
360 	190	12	0.25	
364 	140	12	0.25	
363 	130	12	0.25	
365 	150	12	0.25	
366 	160	12	0.25	
367 	170	12	0.25	
372 	130	12	0.0833333	
370 	110	12	0.25	
371 	120	12	0	
369 	190	12	0.25	
368 	180	12	0.25	
375 	160	12	0.25	
374 	150	12	0.25	
373 	140	12	0	
379 	110	12	0.0833333	
377 	180	12	0.25	
380 	120	12	0	
376 	170	12	0.25	
381 	130	12	0.25	
378 	190	12	0.25	
384 	160	12	0.25	
382 	140	12	0.25	
383 	150	12	0.0833333	
385 	170	12	0.166667	
386 	180	12	0.25	
389 	120	12	0.0833333	
388 	110	12	0.25	
390 	130	12	0.25	
391 	140	12	0	
392 	150	12	0.25	
387 	190	12	0	
394 	170	12	0.0833333	
399 	130	12	0	
398 	120	12	0.25	
393 	160	12	0.25	
397 	110	12	0.0833333	
402 	160	12	0.25	
395 	180	12	0.25	
396 	190	12	0.166667	
406 	110	12	0	
400 	140	12	0.25	
410 	150	12	0	
407 	120	12	0.25	
403 	170	12	0.25	
405 	190	12	0.25	
404 	180	12	0.25	
401 	150	12	0.25	
409 	140	12	0.25	
415 	110	12	0.0833333	
411 	160	12	0.25	
408 	130	12	0	
418 	140	12	0.0833333	
417 	130	12	0.25	
416 	120	12	0.25	
414 	190	12	0.25	
413 	180	12	0.25	
420 	160	12	0.25	
424 	110	12	0.25	
426 	130	12	0.0833333	
425 	120	12	0	
419 	150	12	0.25	
421 	170	12	0.25	
428 	150	12	0.0833333	
427 	140	12	0.25	
422 	180	12	0.25	
433 	110	12	0	
423 	190	12	0.25	
412 	170	12	0.0833333	
431 	180	12	0	
435 	130	12	0.25	
437 	150	12	0.25	
429 	160	12	0.25	
434 	120	12	0	
430 	170	12	0.25	
436 	140	12	0	
432 	190	12	0.25	
438 	160	12	0.25	
442 	110	12	0.166667	
444 	130	12	0.25	
443 	120	12	0.25	
440 	180	12	0	
441 	190	12	0.25	
451 	110	12	0.0833333	
446 	150	12	0.25	
447 	160	12	0.166667	
452 	120	12	0.0833333	
439 	170	12	0.0833333	
448 	170	12	0.25	
450 	190	12	0.0833333	
458 	180	12	0	
449 	180	12	0.0833333	
445 	140	12	0.25	
455 	150	12	0	
459 	190	12	0.0833333	
454 	140	12	0.25	
460 	110	12	0.25	
456 	160	12	0.0833333	
461 	120	12	0.25	
457 	170	12	0.25	
453 	130	12	0.0833333	
462 	130	12	0.25	
463 	140	12	0.25	
469 	110	12	0.25	
464 	150	12	0.25	
466 	170	12	0.25	
465 	160	12	0.25	
473 	150	12	0.0833333	
468 	190	12	0.25	
470 	120	12	0	
471 	130	12	0.25	
472 	140	12	0.25	
467 	180	12	0.25	
476 	180	12	0	
474 	160	12	0.25	
478 	110	12	0.0833333	
481 	140	12	0.0833333	
479 	120	12	0.25	
477 	190	12	0.25	
480 	130	12	0	
484 	170	12	0.25	
483 	160	12	0.25	
486 	190	12	0.25	
487 	110	12	0.25	
485 	180	12	0.25	
475 	170	12	0.25	
488 	120	12	0.0833333	
482 	150	12	0.166667	
489 	130	12	0.25	
491 	150	12	0.25	
496 	110	12	0.25	
