  0.0849998 -0.04313 0
  0.0893548 -0.0453453 0
  0.0957954 -0.0486253 0
  0.094 -0.0477103 0
  0.0983376 -0.0499233 0
  0.113454 -0.0577245 0
  0.105442 -0.0535889 0
  0.106341 -0.0540453 0
  0.114879 -0.0584909 0
  0.116038 -0.0590851 0
  0.107686 -0.0551775 0
  0.105164 -0.05361 0
  0.106024 -0.0543303 0
  0.114066 -0.0583856 0
  0.0985222 -0.0505309 0
  0.114835 -0.0586386 0
  0.100016 -0.0520483 0
  0.104303 -0.0541811 0
  0.104178 -0.0541319 0
  0.0982978 -0.0520624 0
  0.0977508 -0.0517725 0
  0.101291 -0.053757 0
  0.101911 -0.0541641 0
  0.0984123 -0.0529729 0
  0.100194 -0.0540761 0
  0.0999962 -0.0539351 0
  0.0928511 -0.051158 0
  0.0954215 -0.0518375 0
  0.102778 -0.0555942 0
  0.0946625 -0.0524197 0
  0.0893351 -0.0506489 0
  0.0921726 -0.0507424 0
  0.0905579 -0.0522643 0
  0.0905756 -0.0523215 0
  0.0868129 -0.0512727 0
  0.0877264 -0.0514299 0
  0.0861824 -0.0509963 0
  0.0881237 -0.0523757 0
  0.0782991 -0.0475196 0
  0.0841905 -0.0502837 0
  0.0901872 -0.0543649 0
  0.0812132 -0.0512847 0
  0.0805669 -0.0520135 0
  0.0788436 -0.0503375 0
  0.0850009 -0.0535576 0
  0.0788794 -0.051851 0
  0.0768947 -0.050629 0
  0.0790874 -0.0541508 0
  0.0762695 -0.0503849 0
  0.078315 -0.0515429 0
  0.0755863 -0.0522887 0
  0.0770226 -0.0545264 0
  0.0685131 -0.0506816 0
  0.0701213 -0.0518623 0
  0.0701604 -0.0517616 0
  0.0696255 -0.0513912 0
  0.0693403 -0.0533235 0
  0.0651847 -0.0509022 0
  0.0695553 -0.0534106 0
  0.0676973 -0.0538039 0
  0.0598836 -0.0500709 0
  0.0572902 -0.0483656 0
  0.0597472 -0.0504317 0
  0.0561773 -0.0506875 0
  0.0563146 -0.0515959 0
  0.0547303 -0.0507595 0
  0.0559683 -0.0522761 0
  0.0512582 -0.0506794 0
  0.0536378 -0.054266 0
  0.0526188 -0.0527489 0
  0.0490167 -0.0508432 0
  0.045828 -0.0500545 0
  0.0473378 -0.0521742 0
  0.0475412 -0.0518074 0
  0.0451275 -0.0510112 0
  0.0462728 -0.0514204 0
  0.0419013 -0.0497725 0
  0.0419178 -0.0499523 0
