# Switches:
# -mode              = SPARSE
# -sample            = UNIFORM
# -maxTran           = 22
# -e                 = 0
# -d                 = 0.5
# -maxTree           = 50000
# -f                 = 2
# -l1                = 0.0001
# -pruneTree         = 1
# -optTran           = 0
#
# Maze size: 4x4
#
# Reward 0
#     ACTIVATION_STATE :  0
#     RECEIVE_STATE    :  8
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 1
#     ACTIVATION_STATE :  8
#     RECEIVE_STATE    : 13
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 2
#     ACTIVATION_STATE :  9
#     RECEIVE_STATE    : 12
#     TIME_DELAY       : 3
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 3
#     ACTIVATION_STATE : 12
#     RECEIVE_STATE    : 14
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 4
#     ACTIVATION_STATE : 13
#     RECEIVE_STATE    : 15
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 5
#     ACTIVATION_STATE : 11
#     RECEIVE_STATE    :  6
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 6
#     ACTIVATION_STATE : 10
#     RECEIVE_STATE    :  5
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 7
#     ACTIVATION_STATE :  5
#     RECEIVE_STATE    :  2
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 8
#     ACTIVATION_STATE :  1
#     RECEIVE_STATE    :  3
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 9
#     ACTIVATION_STATE :  2
#     RECEIVE_STATE    :  0
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
#
# Wall 0: (5|9)
# Wall 1: (12|13)
# Wall 2: (11|15)
# Wall 3: (5|1)
# Wall 4: (5|4)
# Wall 5: (2|6)
# Wall 6: (3|7)
# Wall 7: (9|10)
# Wall 8: (10|14)
#
# Door ((0,3)/(1,3))
#     key : (1,3) : DOWN_BUTTON
#     dt : -2
# Door ((3,3)/(3,2))
#     key : (3,3) : RIGHT_BUTTON
#     dt : -2
# Door ((1,1)/(1,0))
#     key : (1,1) : DOWN_BUTTON
#     dt : -2
#
#
# Episode	training_length	transition_length	search_tree_size	feature_n	utree_size	episode_mean_reward

# -f                 = 2
# -l1                = 0.0001

2 	400	22	50000	178	0	0.227273	data_likelihood: 0.998037	l1: 
1 	200	22	50000	94	0	0.0454545	data_likelihood: 0.997963	l1: 
4 	800	22	50000	255	0	0	data_likelihood: 0.996814	l1: 
6 	1200	22	50000	217	0	0.227273	data_likelihood: 0.996479	l1: 
5 	1000	22	50000	228	0	0.272727	data_likelihood: 0.997892	l1: 
3 	600	22	50000	213	0	0.0909091	data_likelihood: 0.997956	l1: 
11 	200	22	50000	124	0	0.136364	data_likelihood: 0.99825	l1: 
12 	400	22	50000	167	0	0.181818	data_likelihood: 0.996346	l1: 
13 	600	22	50000	206	0	0	data_likelihood: 0.997701	l1: 
7 	1400	22	50000	244	0	0.136364	data_likelihood: 0.993851	l1: 
9 	1800	22	50000	200	0	0.318182	data_likelihood: 0.99644	l1: 
14 	800	22	50000	241	0	0.272727	data_likelihood: 0.996726	l1: 
8 	1600	22	50000	244	0	0.363636	data_likelihood: 0.996968	l1: 
16 	1200	22	50000	168	0	0.272727	data_likelihood: 0.998575	l1: 
15 	1000	22	50000	211	0	0.272727	data_likelihood: 0.99582	l1: 
21 	200	22	50000	81	0	0.0454545	data_likelihood: 0.999088	l1: 
17 	1400	22	50000	223	0	0.409091	data_likelihood: 0.999103	l1: 
22 	400	22	50000	152	0	0.0909091	data_likelihood: 0.999154	l1: 
23 	600	22	50000	216	0	0.227273	data_likelihood: 0.996233	l1: 
10 	2000	22	50000	229	0	0.409091	data_likelihood: 0.996482	l1: 
24 	800	22	50000	208	0	0.318182	data_likelihood: 0.997468	l1: 
18 	1600	22	50000	235	0	0.409091	data_likelihood: 0.994799	l1: 
19 	1800	22	50000	218	0	0.318182	data_likelihood: 0.994982	l1: 
26 	1200	22	50000	203	0	0.272727	data_likelihood: 0.995976	l1: 
31 	200	22	50000	178	0	0.0454545	data_likelihood: 0.99794	l1: 
25 	1000	22	50000	202	0	0.272727	data_likelihood: 0.997459	l1: 
20 	2000	22	50000	237	0	0.272727	data_likelihood: 0.992772	l1: 
32 	400	22	50000	209	0	0.136364	data_likelihood: 0.996663	l1: 
27 	1400	22	50000	233	0	0.181818	data_likelihood: 0.997398	l1: 
33 	600	22	50000	206	0	0.0909091	data_likelihood: 0.994461	l1: 
34 	800	22	50000	212	0	0.181818	data_likelihood: 0.996828	l1: 
28 	1600	22	50000	284	0	0.318182	data_likelihood: 0.99649	l1: 
35 	1000	22	50000	191	0	0.363636	data_likelihood: 0.99583	l1: 
36 	1200	22	50000	229	0	0.272727	data_likelihood: 0.996556	l1: 
30 	2000	22	50000	239	0	0.409091	data_likelihood: 0.993703	l1: 
29 	1800	22	50000	229	0	0	data_likelihood: 0.99696	l1: 
37 	1400	22	50000	220	0	0.409091	data_likelihood: 0.997783	l1: 
41 	200	22	50000	123	0	0	data_likelihood: 0.998655	l1: 
38 	1600	22	50000	211	0	0.272727	data_likelihood: 0.991518	l1: 
42 	400	22	50000	233	0	0.227273	data_likelihood: 0.996646	l1: 
39 	1800	22	50000	230	0	0.363636	data_likelihood: 0.998328	l1: 
43 	600	22	50000	225	0	0.136364	data_likelihood: 0.995763	l1: 
44 	800	22	50000	251	0	0.0454545	data_likelihood: 0.997202	l1: 
46 	1200	22	50000	232	0	0.409091	data_likelihood: 0.995734	l1: 
51 	200	22	50000	159	0	0.227273	data_likelihood: 0.998026	l1: 
45 	1000	22	50000	195	0	0.0909091	data_likelihood: 0.997898	l1: 
52 	400	22	50000	123	0	0	data_likelihood: 0.999334	l1: 
40 	2000	22	50000	231	0	0.0909091	data_likelihood: 0.997292	l1: 
47 	1400	22	50000	210	0	0.0909091	data_likelihood: 0.99645	l1: 
54 	800	22	50000	188	0	0.272727	data_likelihood: 0.997801	l1: 
53 	600	22	50000	214	0	0.181818	data_likelihood: 0.992685	l1: 
50 	2000	22	50000	202	0	0.363636	data_likelihood: 0.992171	l1: 
48 	1600	22	50000	226	0	0.227273	data_likelihood: 0.996126	l1: 
55 	1000	22	50000	196	0	0.136364	data_likelihood: 0.995722	l1: 
49 	1800	22	50000	234	0	0.272727	data_likelihood: 0.995838	l1: 
56 	1200	22	50000	237	0	0.409091	data_likelihood: 0.99838	l1: 
61 	200	22	50000	182	0	0	data_likelihood: 0.997145	l1: 
62 	400	22	50000	183	0	0.0454545	data_likelihood: 0.996569	l1: 
64 	800	22	50000	165	0	0.318182	data_likelihood: 0.995869	l1: 
57 	1400	22	50000	229	0	0.272727	data_likelihood: 0.994068	l1: 
63 	600	22	50000	177	0	0.0454545	data_likelihood: 0.996098	l1: 
59 	1800	22	50000	168	0	0.0909091	data_likelihood: 0.996101	l1: 
60 	2000	22	50000	177	0	0.409091	data_likelihood: 0.992948	l1: 
65 	1000	22	50000	204	0	0.272727	data_likelihood: 0.99512	l1: 
58 	1600	22	50000	227	0	0.272727	data_likelihood: 0.996151	l1: 
71 	200	22	50000	126	0	0.0454545	data_likelihood: 0.997785	l1: 
73 	600	22	50000	178	0	0.0454545	data_likelihood: 0.996672	l1: 
72 	400	22	50000	184	0	0.272727	data_likelihood: 0.997811	l1: 
68 	1600	22	50000	201	0	0.181818	data_likelihood: 0.980097	l1: 
66 	1200	22	50000	240	0	0.0454545	data_likelihood: 0.997624	l1: 
74 	800	22	50000	197	0	0.318182	data_likelihood: 0.995449	l1: 
67 	1400	22	50000	262	0	0.272727	data_likelihood: 0.99658	l1: 
70 	2000	22	50000	216	0	0.409091	data_likelihood: 0.987695	l1: 
76 	1200	22	50000	206	0	0.181818	data_likelihood: 0.992321	l1: 
77 	1400	22	50000	201	0	0.136364	data_likelihood: 0.993384	l1: 
69 	1800	22	50000	229	0	0.318182	data_likelihood: 0.996487	l1: 
75 	1000	22	50000	200	0	0	data_likelihood: 0.995454	l1: 
82 	400	22	50000	188	0	0.363636	data_likelihood: 0.997687	l1: 
81 	200	22	50000	121	0	0	data_likelihood: 0.998803	l1: 
84 	800	22	50000	208	0	0	data_likelihood: 0.989334	l1: 
78 	1600	22	50000	208	0	0.272727	data_likelihood: 0.996129	l1: 
83 	600	22	50000	263	0	0.318182	data_likelihood: 0.997148	l1: 
79 	1800	22	50000	222	0	0.272727	data_likelihood: 0.995138	l1: 
85 	1000	22	50000	202	0	0.318182	data_likelihood: 0.995978	l1: 
91 	200	22	50000	185	0	0.272727	data_likelihood: 0.998425	l1: 
86 	1200	22	50000	239	0	0.272727	data_likelihood: 0.996627	l1: 
87 	1400	22	50000	225	0	0.227273	data_likelihood: 0.996313	l1: 
88 	1600	22	50000	205	0	0.363636	data_likelihood: 0.990555	l1: 
93 	600	22	50000	149	0	0.272727	data_likelihood: 0.997855	l1: 
94 	800	22	50000	170	0	0.136364	data_likelihood: 0.998207	l1: 
89 	1800	22	50000	240	0	0.272727	data_likelihood: 0.996634	l1: 
92 	400	22	50000	191	0	0	data_likelihood: 0.997451	l1: 
95 	1000	22	50000	218	0	0.318182	data_likelihood: 0.996558	l1: 
90 	2000	22	50000	223	0	0.136364	data_likelihood: 0.988247	l1: 
101 	200	22	50000	141	0	0	data_likelihood: 0.998402	l1: 
97 	1400	22	50000	236	0	0.272727	data_likelihood: 0.996703	l1: 
102 	400	22	50000	196	0	0	data_likelihood: 0.998482	l1: 
96 	1200	22	50000	261	0	0.318182	data_likelihood: 0.995665	l1: 
99 	1800	22	50000	212	0	0.318182	data_likelihood: 0.994858	l1: 
104 	800	22	50000	217	0	0	data_likelihood: 0.995189	l1: 
80 	2000	22	50000	266	0	0.0454545	data_likelihood: 0.993695	l1: 
98 	1600	22	50000	227	0	0.0909091	data_likelihood: 0.993839	l1: 
103 	600	22	50000	204	0	0.0909091	data_likelihood: 0.99591	l1: 
106 	1200	22	50000	233	0	0.409091	data_likelihood: 0.996395	l1: 
105 	1000	22	50000	249	0	0.272727	data_likelihood: 0.998352	l1: 
112 	400	22	50000	231	0	0.181818	data_likelihood: 0.996973	l1: 
100 	2000	22	50000	226	0	0.272727	data_likelihood: 0.996921	l1: 
111 	200	22	50000	102	0	0	data_likelihood: 0.998438	l1: 
107 	1400	22	50000	238	0	0.363636	data_likelihood: 0.997449	l1: 
108 	1600	22	50000	231	0	0.363636	data_likelihood: 0.996477	l1: 
113 	600	22	50000	208	0	0.227273	data_likelihood: 0.99528	l1: 

# Switches:
# -mode              = SPARSE
# -sample            = UNIFORM
# -nEp               = 100
# -minTran           = 10
# -maxTran           = 22
# -e                 = 0
# -d                 = 0.5
# -minTrain          = 500
# -maxTrain          = 500
# -minTree           = 1000
# -maxTree           = 50000
# -f                 = 2
# -l1                = 0.00045
# -pruneTree         = 1
# -kWidth            = 0
# -incr              = 0
# -exp               = 0
# -printSamples      = 0
# -optTran           = 0
# -fincr             = 50
# -dl                = 0.0001
# -tderr             = 0.0001
# 
# Maze size: 4x4
# 
# Reward 0
#     ACTIVATION_STATE :  0
#     RECEIVE_STATE    :  8
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 1
#     ACTIVATION_STATE :  8
#     RECEIVE_STATE    : 13
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 2
#     ACTIVATION_STATE :  9
#     RECEIVE_STATE    : 12
#     TIME_DELAY       : 3
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 3
#     ACTIVATION_STATE : 12
#     RECEIVE_STATE    : 14
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 4
#     ACTIVATION_STATE : 13
#     RECEIVE_STATE    : 15
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 5
#     ACTIVATION_STATE : 11
#     RECEIVE_STATE    :  6
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 6
#     ACTIVATION_STATE : 10
#     RECEIVE_STATE    :  5
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 7
#     ACTIVATION_STATE :  5
#     RECEIVE_STATE    :  2
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 8
#     ACTIVATION_STATE :  1
#     RECEIVE_STATE    :  3
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# Reward 9
#     ACTIVATION_STATE :  2
#     RECEIVE_STATE    :  0
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# 
# Wall 0: (5|9)
# Wall 1: (12|13)
# Wall 2: (11|15)
# Wall 3: (5|1)
# Wall 4: (5|4)
# Wall 5: (2|6)
# Wall 6: (3|7)
# Wall 7: (9|10)
# Wall 8: (10|14)
# 
# Door ((0,3)/(1,3))
#     key : (1,3) : DOWN_BUTTON
#     dt : -2
# Door ((3,3)/(3,2))
#     key : (3,3) : RIGHT_BUTTON
#     dt : -2
# Door ((1,1)/(1,0))
#     key : (1,1) : DOWN_BUTTON
#     dt : -2
# 
# 
# Episode	training_length	transition_length	search_tree_size	feature_n	utree_size	episode_mean_reward
# 
5 	500	22	50000	155	0	0.136364	data likelihood: 0.990831
3 	500	22	50000	233	0	0.136364	data likelihood: 0.989709
6 	500	22	50000	181	0	0.0909091	data likelihood: 0.989798
4 	500	22	50000	203	0	0.227273	data likelihood: 0.984504
2 	500	22	50000	256	0	0.318182	data likelihood: 0.991153
1 	500	22	50000	210	0	0.136364	data likelihood: 0.991652
12 	500	22	50000	138	0	0.318182	data likelihood: 0.991421
7 	500	22	50000	224	0	0.181818	data likelihood: 0.99083
8 	500	22	50000	267	0	0	data likelihood: 0.990491
10 	500	22	50000	233	0	0.181818	data likelihood: 0.992013
15 	500	22	50000	155	0	0.227273	data likelihood: 0.992182
9 	500	22	50000	222	0	0	data likelihood: 0.990148
16 	500	22	50000	189	0	0.227273	data likelihood: 0.991002
17 	500	22	50000	171	0	0.0909091	data likelihood: 0.991448
11 	500	22	50000	206	0	0.0454545	data likelihood: 0.989262
18 	500	22	50000	225	0	0.0909091	data likelihood: 0.99129
14 	500	22	50000	146	0	0	data likelihood: 0.98948
19 	500	22	50000	172	0	0.227273	data likelihood: 0.991935
20 	500	22	50000	147	0	0	data likelihood: 0.991395
13 	500	22	50000	208	0	0	data likelihood: 0.991446
21 	500	22	50000	156	0	0.272727	data likelihood: 0.989323
23 	500	22	50000	237	0	0.181818	data likelihood: 0.990969
24 	500	22	50000	198	0	0.227273	data likelihood: 0.98752
25 	500	22	50000	188	0	0.272727	data likelihood: 0.990559
22 	500	22	50000	200	0	0.136364	data likelihood: 0.98648
30 	500	22	50000	128	0	0.318182	data likelihood: 0.991375
26 	500	22	50000	231	0	0.0454545	data likelihood: 0.991355
28 	500	22	50000	229	0	0.181818	data likelihood: 0.988674
32 	500	22	50000	170	0	0.227273	data likelihood: 0.992138
31 	500	22	50000	183	0	0.136364	data likelihood: 0.991362
34 	500	22	50000	255	0	0.0909091	data likelihood: 0.990804
29 	500	22	50000	189	0	0.136364	data likelihood: 0.990611
35 	500	22	50000	184	0	0.272727	data likelihood: 0.990574
33 	500	22	50000	245	0	0.0454545	data likelihood: 0.990129
27 	500	22	50000	154	0	0.0909091	data likelihood: 0.992228
40 	500	22	50000	150	0	0.0909091	data likelihood: 0.989198
39 	500	22	50000	185	0	0.272727	data likelihood: 0.99058
41 	500	22	50000	191	0	0.136364	data likelihood: 0.990515
37 	500	22	50000	187	0	0.0454545	data likelihood: 0.990581
36 	500	22	50000	203	0	0.0454545	data likelihood: 0.990083
45 	500	22	50000	160	0	0.363636	data likelihood: 0.990785
43 	500	22	50000	236	0	0.272727	data likelihood: 0.991798
38 	500	22	50000	209	0	0	data likelihood: 0.991216
47 	500	22	50000	211	0	0	data likelihood: 0.991256
44 	500	22	50000	202	0	0.181818	data likelihood: 0.988813
42 	500	22	50000	251	0	0.0909091	data likelihood: 0.990001
46 	500	22	50000	209	0	0.272727	data likelihood: 0.989821
50 	500	22	50000	131	0	0	data likelihood: 0.991281
48 	500	22	50000	179	0	0.318182	data likelihood: 0.990987
53 	500	22	50000	236	0	0	data likelihood: 0.991106
51 	500	22	50000	218	0	0.272727	data likelihood: 0.987366
52 	500	22	50000	270	0	0.136364	data likelihood: 0.990964
54 	500	22	50000	218	0	0.181818	data likelihood: 0.990584
49 	500	22	50000	256	0	0	data likelihood: 0.987374
58 	500	22	50000	208	0	0	data likelihood: 0.988875
56 	500	22	50000	240	0	0.136364	data likelihood: 0.987865
55 	500	22	50000	206	0	0.0909091	data likelihood: 0.990407
57 	500	22	50000	252	0	0.272727	data likelihood: 0.989261
60 	500	22	50000	210	0	0	data likelihood: 0.989997
64 	500	22	50000	205	0	0.0454545	data likelihood: 0.990707
61 	500	22	50000	192	0	0	data likelihood: 0.99128
65 	500	22	50000	145	0	0.0454545	data likelihood: 0.99141
63 	500	22	50000	226	0	0.181818	data likelihood: 0.98946
62 	500	22	50000	152	0	0.0454545	data likelihood: 0.992226
59 	500	22	50000	224	0	0	data likelihood: 0.992415
66 	500	22	50000	250	0	0.272727	data likelihood: 0.990702
68 	500	22	50000	219	0	0.181818	data likelihood: 0.98927
67 	500	22	50000	207	0	0.227273	data likelihood: 0.991091
69 	500	22	50000	210	0	0.181818	data likelihood: 0.992118
70 	500	22	50000	211	0	0.0454545	data likelihood: 0.991716
74 	500	22	50000	177	0	0.318182	data likelihood: 0.991372
76 	500	22	50000	219	0	0.181818	data likelihood: 0.990489
72 	500	22	50000	189	0	0	data likelihood: 0.991183
73 	500	22	50000	246	0	0	data likelihood: 0.990502
77 	500	22	50000	134	0	0.363636	data likelihood: 0.992103
71 	500	22	50000	236	0	0.0909091	data likelihood: 0.989239
75 	500	22	50000	188	0	0	data likelihood: 0.985945
80 	500	22	50000	93	0	0	data likelihood: 0.99214
81 	500	22	50000	215	0	0.272727	data likelihood: 0.989631
85 	500	22	50000	222	0	0.318182	data likelihood: 0.992169
78 	500	22	50000	234	0	0.136364	data likelihood: 0.988867
83 	500	22	50000	183	0	0.0909091	data likelihood: 0.989432
79 	500	22	50000	223	0	0	data likelihood: 0.988617
82 	500	22	50000	248	0	0.0909091	data likelihood: 0.990192
87 	500	22	50000	237	0	0.272727	data likelihood: 0.990272
88 	500	22	50000	212	0	0.0454545	data likelihood: 0.990803
89 	500	22	50000	196	0	0.318182	data likelihood: 0.989641
86 	500	22	50000	260	0	0.363636	data likelihood: 0.990721
84 	500	22	50000	196	0	0	data likelihood: 0.991331
91 	500	22	50000	240	0	0.136364	data likelihood: 0.985755
95 	500	22	50000	198	0	0	data likelihood: 0.99001
90 	500	22	50000	195	0	0.0909091	data likelihood: 0.989955
93 	500	22	50000	206	0	0.136364	data likelihood: 0.991266
97 	500	22	50000	182	0	0.181818	data likelihood: 0.989904
96 	500	22	50000	197	0	0.136364	data likelihood: 0.990881
92 	500	22	50000	209	0	0.136364	data likelihood: 0.989703
98 	500	22	50000	163	0	0.181818	data likelihood: 0.990713
99 	500	22	50000	195	0	0	data likelihood: 0.990676
94 	500	22	50000	263	0	0.0909091	data likelihood: 0.990817
100 	500	22	50000	258	0	0.0454545	data likelihood: 0.989327
