  0.00716438 -0.00228766 0.00798513 0.0144816
  0.0144949 -0.00459918 0.0161702 0.0292985
  0.0218255 -0.00691071 0.0243554 0.0441153
  0.0291561 -0.00922223 0.0325405 0.0589321
  0.0364866 -0.0115338 0.0407256 0.0737489
  0.0438172 -0.0138453 0.0489107 0.0885658
  0.0511477 -0.0161568 0.0570958 0.103383
  0.0584783 -0.0184683 0.0652809 0.118199
  0.0658088 -0.0207799 0.0734661 0.133016
  0.0731394 -0.0230914 0.0816512 0.147833
  0.08047 -0.0254029 0.0898363 0.16265
  0.0878005 -0.0277144 0.0980214 0.177467
  0.0970716 -0.0307416 0.108191 0.196328
  0.106585 -0.0338581 0.11861 0.215694
  0.116099 -0.0369747 0.129028 0.235061
  0.125612 -0.0400913 0.139446 0.254427
  0.135126 -0.0432078 0.149864 0.273793
  0.14464 -0.0463244 0.160282 0.29316
  0.154153 -0.049441 0.1707 0.312526
  0.163667 -0.0525575 0.181119 0.331893
  0.173181 -0.0556741 0.191537 0.351259
  0.182694 -0.0587907 0.201955 0.370626
  0.192208 -0.0619072 0.212373 0.389992
  0.202733 -0.0648841 0.224285 0.411258
  0.213547 -0.067821 0.236624 0.433068
  0.224361 -0.0707579 0.248962 0.454877
  0.235176 -0.0736949 0.261301 0.476686
  0.24599 -0.0766318 0.27364 0.498495
  0.256804 -0.0795687 0.285978 0.520305
  0.267618 -0.0825057 0.298317 0.542114
  0.278432 -0.0854426 0.310655 0.563923
  0.289247 -0.0883795 0.322994 0.585732
  0.300061 -0.0913165 0.335333 0.607542
  0.310875 -0.0942534 0.347671 0.629351
  0.326765 -0.100295 0.364334 0.661968
  0.345193 -0.10789 0.383159 0.69999
  0.363621 -0.115484 0.401984 0.738012
  0.382049 -0.123079 0.420809 0.776033
  0.400477 -0.130674 0.439633 0.814055
  0.418905 -0.138268 0.458458 0.852077
  0.437333 -0.145863 0.477283 0.890098
  0.455761 -0.153457 0.496108 0.92812
  0.474189 -0.161052 0.514933 0.966141
  0.492617 -0.168646 0.533757 1.00416
  0.511045 -0.176241 0.552582 1.04218
  0.516554 -0.174315 0.562437 1.05138
  0.51173 -0.164773 0.565115 1.03751
  0.506905 -0.155231 0.567794 1.02364
  0.502081 -0.145689 0.570472 1.00977
  0.497256 -0.136147 0.573151 0.995902
  0.492431 -0.126605 0.575829 0.982033
  0.487607 -0.117063 0.578508 0.968163
  0.482782 -0.107521 0.581186 0.954294
  0.477957 -0.0979787 0.583865 0.940425
  0.473133 -0.0884367 0.586543 0.926556
  0.468308 -0.0788947 0.589222 0.912687
  0.4526 -0.0607538 0.584942 0.874202
  0.423287 -0.0318644 0.571964 0.804946
  0.393973 -0.00297507 0.558987 0.73569
  0.36466 0.0259143 0.546009 0.666434
  0.335347 0.0548037 0.533032 0.597178
  0.306034 0.0836931 0.520054 0.527922
  0.27672 0.112582 0.507076 0.458666
  0.247407 0.141472 0.494099 0.38941
  0.218094 0.170361 0.481121 0.320154
  0.188781 0.199251 0.468144 0.250898
  0.159467 0.22814 0.455166 0.181642
  0.132098 0.256677 0.44474 0.116035
  0.108615 0.284508 0.439414 0.0577262
  0.085132 0.31234 0.434089 -0.000582865
  0.0616492 0.340171 0.428764 -0.0588919
  0.0381664 0.368003 0.423439 -0.117201
  0.0146836 0.395834 0.418114 -0.17551
  -0.00879924 0.423666 0.412789 -0.233819
  -0.0322821 0.451497 0.407464 -0.292128
  -0.0557649 0.479329 0.402139 -0.350437
  -0.0792477 0.50716 0.396814 -0.408746
  -0.10273 0.534992 0.391489 -0.467055
  -0.127131 0.564784 0.386877 -0.528239
  -0.154744 0.601435 0.384761 -0.599486
  -0.182356 0.638087 0.382646 -0.670732
  -0.209969 0.674738 0.38053 -0.741978
  -0.237582 0.71139 0.378415 -0.813224
  -0.265194 0.748042 0.3763 -0.88447
  -0.292807 0.784693 0.374184 -0.955716
  -0.32042 0.821345 0.372069 -1.02696
  -0.348032 0.857997 0.369953 -1.09821
  -0.375645 0.894648 0.367838 -1.16945
  -0.403258 0.9313 0.365722 -1.2407
  -0.429666 0.966505 0.363899 -1.30896
  -0.446443 0.990134 0.364409 -1.35329
  -0.463219 1.01376 0.364919 -1.39762
  -0.479996 1.03739 0.365429 -1.44195
  -0.496772 1.06102 0.365939 -1.48628
  -0.513549 1.08465 0.366449 -1.53061
  -0.530325 1.10828 0.366959 -1.57494
  -0.547101 1.13191 0.367469 -1.61927
  -0.563878 1.15554 0.367979 -1.66361
  -0.580654 1.17916 0.368489 -1.70794
  -0.597431 1.20279 0.368999 -1.75227
  -0.614207 1.22642 0.369509 -1.7966  
