  0.328302 0 0 115.707 -0.37554 0 -0.741517 0.294834 0.812879 -0.854118 2.08405 -0.279579 0.103293 -1.17411 -12.7321 -0.878014 -0.0653489 0.678296 -0.141519 -0.0535329 0.160139 0 0 -5.00454 -2.2787
  0.328302 0 0 237.776 -0.100623 0 0.28061 -0.516475 0.356317 3.28482 0.892133 0.308169 -1.00928 0.473848 0.937913 0.486504 -1.63587 -0.37322 -0.36424 0.115569 -0.00836548 0 0 -5.00469 -2.27811
  0.328302 0 0 273.836 -0.0968227 0 0.264595 -0.451477 0.727165 2.82536 0.478198 -0.219534 -1.41 -1.24037 -0.90974 -0.262457 -0.2625 2.82035 0.316374 0.0424891 0.0318408 0 0 -5.00444 -2.27758
  0.328302 0 0 285.593 -0.164321 0 -0.964934 -0.792693 0.493007 -1.5019 -1.25207 -0.0336018 -0.770032 -12.4493 0.0769513 -0.558063 0.26371 0.32849 -0.0879813 -0.00899731 0.00502132 0 0 -3.49122 -2.63838
  0.328302 0 0 289.724 -0.177517 0 0.236011 0.171277 0.161941 3.81191 0.40234 -0.00509865 -0.48423 1.04151 0.074312 0.164882 -0.589413 -0.415802 0.0018527 0.0394023 -0.0400105 0 0 -5.00392 -2.2785
  0.328302 0 0 291.212 -0.311439 0 -0.906074 0.403633 0.222799 0.170592 1.94483 -0.393763 0.331352 -1.29765 -1.27891 -0.55653 0.0308826 0.563935 1.46382 -0.0386063 -0.0626793 0 0 -5.00422 -2.27862
  0.328302 0 0 291.896 -0.354611 0 0.381244 -0.741077 -0.103244 -0.497871 -22.4006 0.822111 0.66949 0.883144 0.471815 0.247548 0.474355 0.773417 -0.107881 -0.0535362 -0.0278772 0 0 -4.97589 -2.26974
  0.328302 0 0 292.105 -0.111122 0 -0.293956 -0.579312 0.732539 2.08399 -22.7951 -0.730682 -0.942502 -0.0601211 -2.14618 0.642839 0.31986 -0.265543 2.00576 0.0159106 0.0845185 0 0 -4.98548 -2.32568
  0.328302 0 0 292.1 -0.209848 0 0.305428 0.647801 -0.124485 0.107005 3.55253 0.709441 -0.988604 0.463614 0.899431 0.263709 -1.44741 -0.0755618 -1.58338 -0.0204535 0.118211 0 0 -4.99129 -9.7171
  0.328302 0 0 292.376 -0.19502 0 -0.800116 -0.711958 -0.184238 0.418055 -22.5452 -0.66529 -1.78458 -0.612894 -1.13835 0.378828 0.0148482 0.243195 1.71439 -0.054956 -0.0845332 0 0 -5.00573 -1.90639
  0.328302 0 0 292.118 -0.285119 0 0.282206 -0.00580647 0.497252 3.64718 1.17492 0.17747 -0.230754 0.224772 -1.50866 0.264928 0.209685 -0.802673 3.31763 -0.0171792 0.217576 0 0 -5.00239 -1.9059
  0.328302 0 0 291.888 -0.195003 0 -0.764457 0.271828 0.669693 -22.5092 -1.4389 -0.708481 -0.605128 -2.6818 0.327605 -1.79126 -0.672473 0.0616712 0.7315 0.0048476 -0.0407456 0 0 -5.00309 -1.90573
