0 0 0.5 0.53165 0.0316499 0.58434 0.62 
1 0 0.5 0.546075 0.046075 0.58434 0.62 
2 0 0.5 0.585982 0.0859823 0.58434 0.62 
3 0 0.5 0.638461 0.138461 0.58434 0.62 
4 0 0.5 0.694042 0.194042 0.58434 0.62 
5 0 0.5 0.746459 0.246459 0.58434 0.62 
6 0 0.5 0.792492 0.292492 0.58434 0.62 
7 0 0.5 0.831319 0.331319 0.58434 0.62 
8 0 0.5 0.863484 0.363484 0.58434 0.62 
9 0 0.5 0.889909 0.389909 0.58434 0.62 
10 0 0.5 0.911303 0.411303 0.58434 0.62 
11 0 0.5 0.928 0.428 0.58434 0.62 
12 0 0.5 0.94009 0.44009 0.58434 0.62 
13 0 0.5 0.947635 0.447635 0.58434 0.62 
14 0 0.5 0.950818 0.450818 0.58434 0.62 
15 0 0.5 0.950002 0.450002 0.58434 0.62 
16 0 0.5 0.945696 0.445696 0.58434 0.62 
17 0 0.5 0.938491 0.438491 0.58434 0.62 
18 0 0.5 0.928987 0.428987 0.58434 0.62 
19 0 0.5 0.917745 0.417745 0.58434 0.62 
20 0 0.5 0.905248 0.405248 0.58434 0.62 
21 0 0.5 0.891894 0.391894 0.58434 0.62 
22 0 0.5 0.877995 0.377995 0.58434 0.62 
23 0 0.5 0.863784 0.363784 0.58434 0.62 
24 0 0.5 0.84943 0.34943 0.58434 0.62 
25 0 0.5 0.835051 0.335051 0.58434 0.62 
26 0 0.5 0.820728 0.320728 0.58434 0.62 
27 0 0.5 0.806514 0.306514 0.58434 0.62 
28 0 0.5 0.792443 0.292443 0.58434 0.62 
29 0 0.5 0.778539 0.278539 0.58434 0.62 
30 0 0.5 0.764822 0.264822 0.58434 0.62 
31 0 0.5 0.751306 0.251306 0.58434 0.62 
32 0 0.5 0.738006 0.238006 0.58434 0.62 
33 0 0.5 0.724939 0.224939 0.58434 0.62 
34 0 0.5 0.712123 0.212123 0.58434 0.62 
35 0 0.5 0.699576 0.199576 0.58434 0.62 
36 0 0.5 0.687317 0.187317 0.58434 0.62 
37 0 0.5 0.675368 0.175368 0.58434 0.62 
38 0 0.5 0.663747 0.163747 0.58434 0.62 
39 0 0.5 0.652475 0.152475 0.58434 0.62 
40 0 0.5 0.641567 0.141567 0.58434 0.62 
41 0 0.5 0.631041 0.131041 0.58434 0.62 
