  -1.20943 1.91128 -0.379369 0.0486434 -0.0193326 0.0175051
  -1.24434 1.78026 -0.417406 0.0326349 -0.00992108 0.0239347
  -1.32689 1.61942 -0.661035 0.0235779 0.00138717 0.0186422
  -1.06562 1.43199 -0.696244 0.00622001 -0.0219323 0.0205553
  -1.03676 1.76193 -0.779447 0.0398233 -0.0337773 0.0261756
  -1.09326 1.31803 -0.776086 -0.00332949 -0.0186307 0.0179659
  -0.580163 1.59141 -0.638153 0.0189706 -0.0735399 0.0237813
  -0.720489 1.48346 -0.653788 0.0095166 -0.0681788 0.012168
  -0.992479 1.92519 -1.02518 0.0546927 -0.0360707 0.0200651
  -1.18754 1.77727 -0.780354 0.0396645 -0.0158411 0.0186982
  -1.05554 1.3625 -1.16025 -0.00350543 -0.0187028 0.0189403
  -0.799841 1.23341 -0.612228 -0.00840899 -0.0508855 0.0229807
  -0.612372 1.60073 -0.610597 0.0260127 -0.0713198 0.0197872
  -1.01097 1.20876 -0.753254 -0.0104487 -0.0290567 0.0182047
  -1.05653 1.84885 -0.855934 0.0482014 -0.0274538 0.020483
  -0.97047 1.53787 -0.621539 0.0157099 -0.0330133 0.0265378
  -0.97423 1.393 -0.704799 0.00561385 -0.0332899 0.0214307
  -0.796326 1.55223 -0.630976 0.0202115 -0.0476968 0.0234648
  -0.748359 1.35149 -0.529748 0.00619966 -0.0556692 0.0174127
  -0.910463 1.24532 -0.564302 -0.00110924 -0.0374631 0.0170514
  -0.828509 1.18006 -0.531135 -0.011994 -0.0453723 0.0203513
  -0.969565 1.35106 -0.470399 0.00373697 -0.0312074 0.0282883
  -0.997554 1.00049 -0.553402 -0.0240552 -0.0211769 0.0113072
  -0.803658 1.12703 -0.654319 -0.00930088 -0.0466922 0.0226192
  -0.943986 0.93785 -0.768777 -0.0275629 -0.0260745 0.016406
  -0.747975 1.13173 -0.668898 -0.00959989 -0.0483576 0.0235298
  -0.791285 1.24316 -0.776007 -0.0159086 -0.000936166 0.0289695
  -0.934239 1.05877 -0.433052 -0.0249574 -8.99785e-05 0.0500222
  -0.69064 1.51901 0.0455937 0.0426093 0.0291719 0.317796
  -0.969631 1.31492 -0.866887 0.021935 0.0937582 0.515029
  -1.24147 2.17103 0.136138 0.202948 0.178983 0.776282
  -1.2365 1.95882 -1.15943 0.162741 0.223575 0.913701
  -1.17852 2.2888 -1.55907 0.23026 0.195407 1.08467
  -1.40863 2.67505 -1.59094 0.295636 0.28676 1.17281
  -1.36225 2.78733 -1.70253 0.288732 0.326339 1.24559
  -1.2573 2.54866 -2.02079 0.251865 0.306109 1.3495
  -1.01848 2.8017 -2.50516 0.304869 0.278971 1.43779
  -1.00989 2.94673 -1.94625 0.336802 0.287715 1.52057
  -1.28932 2.99512 -2.18462 0.341377 0.393667 1.51665
  -1.07203 3.15133 -1.74869 0.349689 0.341691 1.58466
  -1.32934 3.23069 -2.73005 0.35599 0.400444 1.56819
  -1.28774 3.23424 -1.86631 0.322631 0.424195 1.61003
  -1.6529 4.35746 -1.2596 0.457999 0.563711 1.56071
  -2.17194 4.75786 0.805651 0.519197 0.662709 1.53978
  -2.78812 4.67459 1.54364 0.510347 0.750214 1.53036
  -2.15063 4.4106 0.326176 0.455446 0.672505 1.57978
  -1.18316 4.35467 -1.35926 0.438669 0.519215 1.63492
  -0.336766 4.02445 -2.4804 0.361195 0.380412 1.67099
  -0.563959 3.97547 -1.9976 0.35481 0.409523 1.64615
  0.433604 4.32435 -3.66585 0.416971 0.248979 1.68553
  -2.0575 4.09494 0.66849 0.360713 0.683948 1.45946
  -1.92227 4.58649 0.767287 0.395735 0.708306 1.35549
  -0.998988 3.61429 -1.0416 0.25933 0.536068 1.41309
  -0.916573 4.72216 -2.11849 0.375145 0.579225 1.42815
  -0.414548 4.25782 -3.80475 0.332572 0.44731 1.4692
  -1.10036 4.58012 -2.9777 0.386459 0.560098 1.39963
  -1.8173 4.84964 -0.973306 0.409815 0.699427 1.31605
  -1.82635 4.61473 -1.57158 0.384009 0.66806 1.24557
  -2.64141 4.79469 0.766841 0.421699 0.808364 1.19755
  -2.81821 4.88536 -0.333293 0.441952 0.815482 1.17456
  -2.45314 4.9272 -1.80255 0.566092 0.629833 1.2913
  -2.11891 4.52898 -3.21497 0.540311 0.526562 1.34473
  -2.08959 5.06817 -4.66768 0.702677 0.459889 1.42925
  -2.35566 4.82172 -3.86782 0.678856 0.472283 1.39112
  -3.04292 4.93465 -2.23174 0.678355 0.612588 1.41559
  -4.05183 5.3928 -0.218911 0.765417 0.784239 1.39331
  -4.28704 5.21688 -0.0561898 0.766022 0.783937 1.43767
  -4.10832 5.24832 -0.998508 0.822011 0.723734 1.53129
  -3.55249 5.16732 -2.0143 0.858814 0.60652 1.59443
  -2.71957 4.83837 -3.88799 0.832948 0.406366 1.68111
  -2.83568 5.10963 -4.18248 0.894521 0.40678 1.64248
  -2.72052 4.90191 -4.27237 0.870747 0.402742 1.67384
  -3.29774 5.15748 -2.33452 0.896983 0.500541 1.59521
  -4.04245 5.21637 -1.66115 0.950803 0.58694 1.62555
  -4.67952 5.39107 -0.655136 0.98115 0.714709 1.61334
  -3.96933 4.70605 -1.60183 0.885277 0.511643 1.59264
  -4.09306 4.98618 -2.15432 0.966643 0.554588 1.67459
  -3.16015 4.9185 -3.86173 0.979574 0.375478 1.73645
  -2.06619 3.49203 -5.45857 0.694678 0.215162 1.59452
  -1.75036 3.11517 -6.33273 0.531514 0.242967 1.45079
  -1.84864 4.03307 -4.88793 0.481057 0.520481 1.3828
  -2.11343 4.69147 -3.45386 0.448669 0.721931 1.32669
  -2.98641 5.05885 -1.84738 0.421669 0.965602 1.295
  -3.40115 5.0522 -0.673233 0.432336 1.05345 1.35027
  -3.51352 5.22306 -0.468298 0.425411 1.0712 1.33487
  -3.26246 4.74728 -1.57237 0.418016 0.934228 1.40476
  -2.88409 4.68639 -2.39759 0.488824 0.791011 1.48146
  -2.5111 4.30375 -4.82486 0.487603 0.597334 1.44497
  -2.279 4.42414 -5.64255 0.509127 0.561724 1.38857
  -2.83775 4.6157 -5.10488 0.413287 0.782544 1.17528
  -3.58715 4.8943 -3.1833 0.411153 1.0091 1.13583
  -4.00656 4.58522 -1.76719 0.334745 1.09004 1.17403
  -4.36721 5.39844 -1.28767 0.488686 1.12355 1.21643
  -4.07019 4.84861 -2.01547 0.45393 1.00198 1.1887
  -4.06709 5.06199 -2.18645 0.534948 0.929877 1.24849
  -3.97214 5.072 -3.13616 0.604236 0.830748 1.2445
  -3.97099 4.56281 -3.33629 0.523922 0.818691 1.23898
  -4.13613 3.99532 -2.33329 0.396319 0.914346 1.28724
  -4.26734 3.30352 -2.29558 0.242524 0.979649 1.27566
  -4.32728 2.85906 -2.51493 0.172834 0.996126 1.25108
  -4.26455 2.70246 -2.8415 0.160309 0.963127 1.21951
  -4.45576 2.09235 -2.8628 0.0291428 1.04511 1.27078
  -4.35886 1.42324 -2.82047 -0.0935588 1.0646 1.31451
  -4.06815 1.39273 -2.68146 -0.0922154 1.00097 1.29836
  -4.04164 1.61668 -2.42868 -0.0229348 0.97477 1.27699
  -3.87384 1.6728 -2.53457 -0.0253626 0.923183 1.22653
  -3.67569 1.29197 -2.87669 -0.101359 0.916553 1.27114
  -3.36023 1.4701 -2.83754 -0.0404318 0.828832 1.23079
  -3.33348 1.5255 -2.60682 -0.0329453 0.833326 1.25851
  -3.39203 1.84293 -2.22668 0.033576 0.8024 1.24399
  -3.27513 1.66512 -2.39645 0.0107279 0.787604 1.21158
  -3.37705 1.69549 -2.48454 0.0129955 0.790278 1.18187
  -3.48478 1.805 -2.46049 0.0258141 0.803056 1.11449
  -3.51081 1.85907 -2.44813 0.0483738 0.797788 1.10277
  -3.59942 1.93531 -2.44663 0.0515797 0.824137 1.09815
  -3.69202 1.95592 -2.24102 0.048749 0.844077 1.09082
  -3.73369 1.99 -2.40127 0.0658212 0.848786 1.08709
  -3.77718 2.06543 -2.48436 0.075966 0.846592 1.0846
  -3.84402 2.10618 -2.4517 0.0827958 0.859031 1.083
  -3.92556 2.13663 -2.30123 0.0896181 0.880164 1.08178  
